Assignment_time Pickup_time Courier_ID Orders
25 53.0 c1 o1975
70 79.0 c1 o2231
85 92.0 c1 o2688
95 108.0 c1 o1749
110 138.0 c1 o274
140 153.0 c1 o675
150 165.0 c1 o2686
165 179.0 c1 o157
15 28.0 c2 o2320
30 44.0 c2 o1414
65 72.0 c2 o1388
75 85.0 c2 o1682
95 107.0 c2 o1020
115 131.0 c2 o928
130 152.0 c2 o1059 o2082
15 21.0 c3 o273
30 52.0 c3 o661
115 138.0 c3 o1445
150 168.0 c3 o1246
15 29.0 c4 o1298
40 63.0 c4 o711
65 77.0 c4 o356
85 93.0 c4 o881
100 111.0 c4 o1105
125 140.0 c4 o307
145 161.0 c4 o1077
165 175.0 c4 o2685
45 94.0 c5 o635
105 119.0 c5 o325
125 144.0 c5 o1887
145 158.0 c5 o944
170 185.0 c5 o1668
195 211.0 c5 o1416
215 234.0 c5 o1500
35 56.0 c6 o2313
110 134.0 c6 o2059
140 162.0 c6 o1632
170 191.0 c6 o755
195 221.0 c6 o2644
35 67.0 c7 o1744
85 97.0 c7 o926
100 111.0 c7 o2472
115 129.0 c7 o324
135 150.0 c7 o475
155 165.0 c7 o1179
165 175.0 c7 o1763 o1296
215 230.0 c7 o132
25 48.0 c8 o141
45 77.0 c8 o1167
85 92.0 c8 o216
95 106.0 c8 o1055
105 118.0 c8 o2213 o797
125 144.0 c8 o232
145 159.0 c8 o1350
160 179.0 c8 o1631
185 203.0 c8 o1234 o2674
215 230.0 c8 o2595
25 35.0 c9 o1939
35 51.0 c9 o2444
50 65.0 c9 o495 o150
85 94.0 c9 o280
105 122.0 c9 o2043
125 146.0 c9 o1314
155 168.0 c9 o2359
25 39.0 c10 o948
45 63.0 c10 o2557
75 85.0 c10 o662
95 104.0 c10 o683
105 130.0 c10 o1430
130 148.0 c10 o1622
150 167.0 c10 o268
170 180.0 c10 o748
30 47.0 c11 o256
55 74.0 c11 o1911
85 94.0 c11 o2230
100 113.0 c11 o731
115 129.0 c11 o1905
130 142.0 c11 o988
150 172.0 c11 o1115
175 191.0 c11 o1953
190 207.0 c11 o1210
210 222.0 c11 o194
230 240.0 c11 o2130
35 62.0 c12 o1550
80 89.0 c12 o1502
95 101.0 c12 o1481
100 113.0 c12 o2009
110 127.0 c12 o935
125 145.0 c12 o1832 o2373
165 180.0 c12 o1526
35 61.0 c13 o2290
75 84.0 c13 o2154
95 101.0 c13 o2654
110 128.0 c13 o2327
135 147.0 c13 o123
155 170.0 c13 o613
15 23.0 c14 o1151
30 49.0 c14 o23
70 78.0 c14 o2321
85 101.0 c14 o2119
110 123.0 c14 o257
140 159.0 c14 o185
170 179.0 c14 o1988
35 50.0 c15 o136
70 77.0 c15 o2615
90 105.0 c15 o1217
110 127.0 c15 o1570
130 147.0 c15 o82
155 168.0 c15 o2501
20 32.0 c16 o880
40 64.0 c16 o1825
80 91.0 c16 o230
95 107.0 c16 o2161
105 118.0 c16 o206
120 133.0 c16 o49
145 160.0 c16 o2272
160 175.0 c16 o823
45 94.0 c17 o445
