Assignment_time Pickup_time Courier_ID Orders
15 27.0 c1 o1298
35 47.0 c1 o1744
50 73.0 c1 o150
80 87.0 c1 o1733
95 103.0 c1 o1481
105 117.0 c1 o325
120 137.0 c1 o1212 o2356
145 159.0 c1 o2152
165 176.0 c1 o241
15 26.0 c2 o2320
30 40.0 c2 o1414
50 63.0 c2 o495
75 85.0 c2 o1879
105 117.0 c2 o1590
115 129.0 c2 o987
130 143.0 c2 o1059 o2082
160 173.0 c2 o1011
15 21.0 c3 o273
25 41.0 c3 o141
45 63.0 c3 o635
75 85.0 c3 o1682
95 108.0 c3 o1901
110 121.0 c3 o2724
135 148.0 c3 o829
150 167.0 c3 o2426
25 35.0 c4 o1975
40 57.0 c4 o1825
70 80.0 c4 o2231
85 92.0 c4 o2688
100 107.0 c4 o2472
115 123.0 c4 o324
130 142.0 c4 o938 o1369
150 164.0 c4 o2664
170 176.0 c4 o637
50 86.0 c5 o237
95 103.0 c5 o679
105 120.0 c5 o1313
120 134.0 c5 o347
140 162.0 c5 o2083 o512
175 192.0 c5 o2076
190 204.0 c5 o2178
200 217.0 c5 o2633
230 238.0 c5 o1938
35 52.0 c6 o2313
55 75.0 c6 o1911
85 92.0 c6 o2230
95 105.0 c6 o1749
115 121.0 c6 o1445
130 142.0 c6 o82
150 161.0 c6 o432
170 182.0 c6 o1958
195 205.0 c6 o625
210 225.0 c6 o462
230 238.0 c6 o1609
45 82.0 c7 o2557
95 103.0 c7 o539
110 124.0 c7 o257
135 156.0 c7 o28
165 176.0 c7 o1843
185 201.0 c7 o304
205 217.0 c7 o2659
230 236.0 c7 o267
45 76.0 c8 o445
85 95.0 c8 o1986
105 112.0 c8 o1338
110 126.0 c8 o2110
130 148.0 c8 o1514
150 178.0 c8 o2651
180 197.0 c8 o521
205 218.0 c8 o1804
230 240.0 c8 o2103
25 33.0 c9 o1939
35 47.0 c9 o2444
45 83.0 c9 o567
90 98.0 c9 o658
105 119.0 c9 o2090
120 133.0 c9 o212
140 157.0 c9 o2163
160 172.0 c9 o2409
25 37.0 c10 o948
40 54.0 c10 o872
65 71.0 c10 o238
85 95.0 c10 o2119
105 116.0 c10 o990
115 127.0 c10 o1777
125 140.0 c10 o1219
150 170.0 c10 o427
30 44.0 c11 o256
50 68.0 c11 o1103
75 80.0 c11 o2154
85 95.0 c11 o962
95 107.0 c11 o2654
115 127.0 c11 o108
130 144.0 c11 o487
145 159.0 c11 o1213
165 180.0 c11 o431
190 202.0 c11 o488
205 215.0 c11 o741
225 232.0 c11 o1411
30 50.0 c12 o661
120 133.0 c12 o1023
140 174.0 c12 o684
35 55.0 c13 o2290
65 73.0 c13 o2169
85 95.0 c13 o280
105 118.0 c13 o2043
120 140.0 c13 o1861
140 151.0 c13 o1215
155 173.0 c13 o1002
15 23.0 c14 o1151
30 44.0 c14 o23
50 69.0 c14 o2381
75 85.0 c14 o2195
100 107.0 c14 o1133
110 124.0 c14 o1900
125 137.0 c14 o2558
140 156.0 c14 o690
155 167.0 c14 o742 o2215
35 47.0 c15 o136
70 76.0 c15 o2615
90 103.0 c15 o2016
110 126.0 c15 o903
125 140.0 c15 o1420
140 152.0 c15 o1632
165 179.0 c15 o312
20 30.0 c16 o880
40 56.0 c16 o711
60 70.0 c16 o2089
95 107.0 c16 o653
115 129.0 c16 o1851
125 146.0 c16 o368
150 162.0 c16 o1246
165 180.0 c16 o1470
50 88.0 c17 o46
100 108.0 c17 o1564
105 119.0 c17 o1551
125 149.0 c17 o1832
150 165.0 c17 o184
170 186.0 c17 o1988
195 226.0 c17 o2568
20 29.0 c18 o1405
40 57.0 c18 o1468
70 80.0 c18 o1545
95 107.0 c18 o1950
115 125.0 c18 o548
125 140.0 c18 o1349
145 160.0 c18 o1709
165 179.0 c18 o2118
15 24.0 c19 o2564
35 47.0 c19 o419
45 66.0 c19 o1167
75 85.0 c19 o1787
95 101.0 c19 o1101
100 112.0 c19 o1498
110 125.0 c19 o1027
130 145.0 c19 o1622
145 159.0 c19 o716
10 17.0 c20 o2468
25 37.0 c20 o2034
45 55.0 c20 o1959
70 75.0 c20 o1834
85 96.0 c20 o1903
100 111.0 c20 o940
120 131.0 c20 o1982
135 148.0 c20 o2108
150 175.0 c20 o2662
40 52.0 c21 o1085
50 69.0 c21 o2226
85 94.0 c21 o926
95 105.0 c21 o1734
110 121.0 c21 o2327
125 137.0 c21 o1197
140 154.0 c21 o1946
155 166.0 c21 o595
165 178.0 c21 o1220
25 34.0 c22 o171
35 54.0 c22 o1550
65 74.0 c22 o1388
80 85.0 c22 o230
85 97.0 c22 o513
105 117.0 c22 o840
120 138.0 c22 o2694
145 157.0 c22 o1509
165 180.0 c22 o2141
55 66.0 c23 o2263
70 79.0 c23 o592
85 94.0 c23 o1582
100 111.0 c23 o2646
115 125.0 c23 o430
140 152.0 c23 o668
150 169.0 c23 o2098
175 187.0 c23 o137
195 206.0 c23 o1004
210 224.0 c23 o2236
230 240.0 c23 o1973
110 120.0 c24 o1601
120 130.0 c24 o2012
130 143.0 c24 o1412
140 158.0 c24 o1195
170 183.0 c24 o1650
185 213.0 c24 o572
215 227.0 c24 o2463
225 238.0 c24 o2467
90 103.0 c25 o125
105 114.0 c25 o77
120 134.0 c25 o49
140 155.0 c25 o385
160 174.0 c25 o693
175 189.0 c25 o2572
190 202.0 c25 o1945
205 221.0 c25 o1104
230 240.0 c25 o2482
65 74.0 c26 o356
85 92.0 c26 o881
95 108.0 c26 o1858
115 131.0 c26 o367
140 153.0 c26 o1082
155 173.0 c26 o1323
180 190.0 c26 o1817
190 213.0 c26 o545
225 235.0 c26 o1991
240 251.0 c26 o1165
250 264.0 c26 o1242
275 288.0 c26 o485
80 90.0 c27 o1086
105 112.0 c27 o2330
115 130.0 c27 o622
145 160.0 c27 o578
165 178.0 c27 o1670
180 195.0 c27 o2140 o2045
205 220.0 c27 o2442
230 240.0 c27 o2648
125 148.0 c28 o1887
150 160.0 c28 o1989
160 173.0 c28 o1624
175 189.0 c28 o908
195 209.0 c28 o1519
210 226.0 c28 o626
110 119.0 c29 o942
120 133.0 c29 o992
135 152.0 c29 o1116
150 164.0 c29 o293
165 176.0 c29 o859
185 198.0 c29 o1291
205 220.0 c29 o1985
230 240.0 c29 o2114
245 264.0 c29 o2414
280 287.0 c29 o490
295 303.0 c29 o2126
305 322.0 c29 o1907
330 340.0 c29 o448
345 360.0 c29 o435
370 380.0 c29 o2345
100 110.0 c30 o2247
115 130.0 c30 o1905
130 142.0 c30 o988
150 167.0 c30 o1115
170 183.0 c30 o748
190 202.0 c30 o1392
205 221.0 c30 o2368
60 66.0 c31 o1386
75 84.0 c31 o2369
90 97.0 c31 o986
105 116.0 c31 o2213
115 128.0 c31 o144
135 150.0 c31 o123
155 169.0 c31 o613
180 193.0 c31 o2429
195 210.0 c31 o266
215 227.0 c31 o1927
230 239.0 c31 o493
80 90.0 c32 o78
95 105.0 c32 o1166
105 118.0 c32 o2702
120 133.0 c32 o2587
130 145.0 c32 o743 o1249
165 177.0 c32 o2476
180 197.0 c32 o1646
195 209.0 c32 o2004
215 225.0 c32 o1062
230 239.0 c32 o808
70 78.0 c33 o1793
85 91.0 c33 o216
95 104.0 c33 o1055
105 116.0 c33 o797 o277
125 142.0 c33 o824
150 161.0 c33 o268
160 173.0 c33 o282
180 196.0 c33 o1962
200 215.0 c33 o2261
220 236.0 c33 o820
90 102.0 c34 o978
105 119.0 c34 o1397
125 141.0 c34 o2031
145 157.0 c34 o1462
165 184.0 c34 o2210
185 202.0 c34 o1726
210 226.0 c34 o101
75 91.0 c35 o1523
115 141.0 c35 o1676
155 188.0 c35 o2611
185 203.0 c35 o221
205 216.0 c35 o1262
215 230.0 c35 o1283
80 90.0 c36 o762
100 111.0 c36 o2218
125 136.0 c36 o307
140 156.0 c36 o1691
160 175.0 c36 o1137
180 193.0 c36 o1663
210 219.0 c36 o118
225 236.0 c36 o1128
75 85.0 c37 o245
90 97.0 c37 o208
100 110.0 c37 o1205
120 131.0 c37 o284
130 142.0 c37 o2292
140 156.0 c37 o1069
155 169.0 c37 o1814
175 190.0 c37 o974
190 202.0 c37 o1952
205 218.0 c37 o902
220 235.0 c37 o2300
85 96.0 c38 o946
100 111.0 c38 o2723
115 127.0 c38 o1039 o1638
135 147.0 c38 o2637
150 167.0 c38 o2686
165 181.0 c38 o1936
190 203.0 c38 o484
200 214.0 c38 o885
230 239.0 c38 o99
120 138.0 c39 o339
145 156.0 c39 o1600
160 174.0 c39 o1164
170 191.0 c39 o1829
195 206.0 c39 o1245
210 221.0 c39 o1827
225 235.0 c39 o2510
90 96.0 c40 o1597
115 128.0 c40 o2057
130 146.0 c40 o886
145 160.0 c40 o2289
165 176.0 c40 o2354
185 198.0 c40 o1196
200 214.0 c40 o469
230 240.0 c40 o275
80 93.0 c41 o2341
95 107.0 c41 o2161
105 118.0 c41 o206
120 132.0 c41 o2070
140 158.0 c41 o1518
170 186.0 c41 o2627
185 204.0 c41 o1872
205 219.0 c41 o1256
230 239.0 c41 o932
70 76.0 c42 o660
80 88.0 c42 o303
95 101.0 c42 o1536
100 112.0 c42 o1422
110 125.0 c42 o274
125 141.0 c42 o259
140 154.0 c42 o404 o643
160 171.0 c42 o1173
175 187.0 c42 o511
190 207.0 c42 o153
205 220.0 c42 o1944
230 239.0 c42 o2056
105 123.0 c43 o1926
135 147.0 c43 o554
145 170.0 c43 o782
180 194.0 c43 o1265
110 121.0 c44 o1193
120 137.0 c44 o451
140 152.0 c44 o605
150 166.0 c44 o1203
185 203.0 c44 o2044 o2250
215 223.0 c44 o2595
225 234.0 c44 o391
120 132.0 c45 o969
