Assignment_time Pickup_time Courier_ID Orders
165 176.0 c1 o1572
200 212.0 c1 o436
210 226.0 c1 o856
225 238.0 c1 o297
105 116.0 c2 o596
140 147.0 c2 o1932
165 178.0 c2 o1797
190 199.0 c2 o1583
205 218.0 c2 o664
230 246.0 c2 o1261
125 132.0 c3 o1780
190 201.0 c3 o1193
135 144.0 c4 o2033
185 193.0 c4 o831
200 210.0 c4 o1499
225 233.0 c4 o1143
205 212.0 c5 o2394
100 112.0 c6 o1992
140 146.0 c6 o568
160 169.0 c6 o2441
170 181.0 c6 o106
185 198.0 c6 o2027
200 212.0 c6 o44
220 227.0 c6 o1604
140 147.0 c7 o2277
155 166.0 c7 o1692
175 186.0 c7 o825
195 205.0 c7 o2009
215 225.0 c7 o1038
60 76.0 c8 o187
105 115.0 c8 o626
130 137.0 c8 o836
150 162.0 c8 o1072
180 189.0 c8 o156
205 221.0 c8 o2344
220 235.0 c8 o667
155 164.0 c9 o2188
175 182.0 c9 o1275
90 103.0 c10 o807
140 149.0 c10 o1282
165 179.0 c10 o1134
190 200.0 c10 o1438
235 243.0 c10 o273
145 154.0 c12 o879
170 180.0 c12 o1032
190 203.0 c12 o1764
210 217.0 c12 o869
235 243.0 c12 o2214
145 154.0 c13 o107
175 185.0 c13 o145
205 214.0 c13 o2280
235 241.0 c13 o1781
90 98.0 c17 o896
115 127.0 c17 o1478
135 143.0 c17 o2047
145 153.0 c17 o2127
165 174.0 c17 o726
180 190.0 c17 o6
195 209.0 c17 o271
220 229.0 c17 o810
230 245.0 c17 o92
250 265.0 c17 o1408
275 286.0 c17 o1668
105 119.0 c18 o328
130 136.0 c18 o200
180 189.0 c18 o2162
190 201.0 c18 o1736
220 230.0 c18 o975
95 104.0 c19 o1202
105 120.0 c19 o2171
145 155.0 c19 o1257
165 175.0 c19 o1141
180 189.0 c19 o123
195 205.0 c19 o789
215 224.0 c19 o240
230 238.0 c19 o1863
100 108.0 c22 o1934
120 130.0 c22 o925
150 158.0 c22 o1047
160 174.0 c22 o558
185 199.0 c22 o848
200 214.0 c22 o995
225 233.0 c22 o1916
85 96.0 c24 o1209
235 246.0 c24 o1449
85 95.0 c27 o1109
115 123.0 c27 o1272
155 167.0 c27 o636
175 190.0 c27 o457
200 211.0 c27 o1469
225 234.0 c27 o299
115 121.0 c28 o994
160 167.0 c28 o779
150 159.0 c29 o1661
170 180.0 c29 o1148
205 218.0 c29 o1058
240 248.0 c29 o2351
85 95.0 c30 o1793
115 128.0 c30 o900
140 147.0 c30 o1901
160 172.0 c30 o1716
100 115.0 c31 o898
145 154.0 c31 o275
165 175.0 c31 o409
175 190.0 c31 o324
200 211.0 c31 o1493
215 225.0 c31 o794
150 158.0 c32 o1630
175 189.0 c33 o1721
210 221.0 c33 o172
225 235.0 c33 o1940
240 249.0 c33 o1919
115 136.0 c34 o2212
125 136.0 c36 o1110
155 169.0 c36 o1926
250 264.0 c36 o2251
290 298.0 c36 o876
115 126.0 c37 o1570
150 161.0 c37 o1859
190 200.0 c37 o1415
235 246.0 c37 o672
75 82.0 c38 o1328
95 108.0 c38 o759
125 132.0 c38 o129
145 153.0 c38 o1917
165 178.0 c38 o111
190 198.0 c38 o109
220 227.0 c38 o1518
240 248.0 c38 o1431
130 140.0 c40 o839
160 172.0 c40 o1759
180 189.0 c40 o1561
205 214.0 c40 o1077
220 228.0 c40 o368
235 243.0 c40 o638
80 89.0 c41 o1982
105 115.0 c41 o1672
140 149.0 c41 o1929
155 161.0 c41 o84
160 176.0 c41 o2265
190 199.0 c41 o2371
205 217.0 c41 o915
220 230.0 c41 o2304
100 114.0 c43 o456
120 131.0 c43 o1808
140 147.0 c43 o2058
150 158.0 c43 o163
155 169.0 c43 o729
170 182.0 c43 o1343
190 203.0 c43 o466
215 225.0 c43 o2306
235 245.0 c43 o1223
95 108.0 c44 o1957
115 130.0 c44 o204
125 137.0 c46 o317
145 154.0 c46 o72
160 173.0 c46 o878
185 193.0 c46 o2057
205 222.0 c46 o1523
235 243.0 c46 o431
255 271.0 c46 o1660
260 273.0 c47 o2207
180 193.0 c48 o1427
195 209.0 c48 o1151
220 228.0 c48 o1093
235 245.0 c48 o247
265 278.0 c48 o311
140 151.0 c49 o1568
160 170.0 c49 o1704
170 181.0 c49 o286
190 195.0 c49 o1548
200 211.0 c49 o2439
215 224.0 c49 o2036
230 235.0 c49 o1006
245 252.0 c49 o203
125 134.0 c50 o12
160 168.0 c50 o392
190 197.0 c50 o1165
210 223.0 c50 o453
235 242.0 c50 o463 o2042
280 287.0 c50 o2125
300 309.0 c50 o906
145 154.0 c52 o322
165 175.0 c52 o1837
240 250.0 c52 o1895
255 270.0 c52 o576
290 300.0 c52 o1236
300 313.0 c52 o404
330 343.0 c52 o2391
175 189.0 c53 o1146
210 223.0 c53 o767
240 251.0 c53 o955
260 272.0 c53 o1847
285 297.0 c53 o2055
155 164.0 c54 o138
165 176.0 c54 o1303
200 212.0 c54 o663
265 278.0 c54 o816
290 303.0 c54 o1831
155 169.0 c55 o1051
185 199.0 c55 o577
205 214.0 c55 o1061
220 235.0 c55 o2402
245 252.0 c55 o1567
265 273.0 c55 o1060
295 304.0 c55 o820
155 166.0 c56 o481
175 184.0 c56 o424
190 201.0 c56 o1340
210 218.0 c56 o1947
235 246.0 c56 o1925
245 259.0 c56 o2292
280 289.0 c56 o990
160 172.0 c58 o49
230 243.0 c58 o854
250 259.0 c58 o657
140 151.0 c59 o842
135 141.0 c60 o531
155 166.0 c60 o408
175 183.0 c60 o119
190 203.0 c60 o2381
220 230.0 c60 o1221
170 191.0 c62 o634
205 219.0 c62 o315
240 261.0 c62 o1227
235 246.0 c63 o2176
265 281.0 c63 o2003
170 184.0 c64 o89
190 201.0 c64 o365
220 227.0 c64 o374
235 245.0 c64 o2273
250 258.0 c64 o461
270 278.0 c64 o295
195 202.0 c66 o105
240 250.0 c66 o2370
145 151.0 c67 o678
165 172.0 c67 o948
185 194.0 c67 o1991
165 180.0 c68 o1293
200 209.0 c68 o960
215 223.0 c68 o653
235 241.0 c68 o1113
250 259.0 c68 o1949
270 279.0 c68 o732
285 298.0 c68 o1462
130 139.0 c70 o1682
155 164.0 c70 o1867
175 188.0 c70 o1802
245 260.0 c70 o1398
280 292.0 c70 o137
175 187.0 c71 o1355
200 206.0 c71 o1164
235 244.0 c71 o2156
270 279.0 c71 o445
170 182.0 c72 o612
195 205.0 c72 o966
220 230.0 c72 o198
240 250.0 c72 o1376
250 265.0 c72 o1999
280 287.0 c72 o1878
300 307.0 c72 o1617
135 140.0 c73 o584
155 165.0 c73 o1476
180 187.0 c73 o604
200 206.0 c73 o343
230 239.0 c73 o644
250 263.0 c73 o1380
145 154.0 c74 o490
170 176.0 c74 o627
185 191.0 c74 o217
195 205.0 c74 o2089
215 221.0 c74 o1873
245 257.0 c74 o2194
275 284.0 c74 o1666
200 214.0 c75 o1541
230 239.0 c75 o1129
245 255.0 c75 o1864
255 266.0 c75 o2420
270 284.0 c75 o363
135 145.0 c76 o944
150 161.0 c76 o2290
175 190.0 c76 o875
190 205.0 c76 o386
220 231.0 c76 o2222
240 251.0 c76 o1117
260 274.0 c76 o928
165 177.0 c77 o1553
175 191.0 c77 o2093
200 212.0 c77 o1840
235 247.0 c77 o1314
280 287.0 c77 o2259
175 185.0 c78 o75
200 210.0 c78 o1730
220 229.0 c78 o642
250 262.0 c78 o1968
275 283.0 c78 o2069
130 139.0 c80 o2234
145 153.0 c80 o2184
155 163.0 c80 o354
180 192.0 c80 o81
210 223.0 c80 o2147
240 250.0 c80 o736
255 264.0 c80 o2107
150 160.0 c81 o1746
170 178.0 c81 o778
195 204.0 c81 o18
210 219.0 c81 o2045
230 238.0 c81 o784
240 251.0 c81 o233
265 277.0 c81 o997
155 167.0 c82 o1012
175 183.0 c82 o201
190 201.0 c82 o2181
210 221.0 c82 o2319
245 255.0 c82 o2409
255 267.0 c82 o1392
275 284.0 c82 o993
155 174.0 c83 o2061
195 205.0 c83 o1757
235 256.0 c83 o1085
150 162.0 c84 o1638
170 188.0 c84 o2374
195 203.0 c84 o473
230 238.0 c84 o2357
255 267.0 c84 o371
160 170.0 c86 o1429
185 200.0 c86 o2037
205 218.0 c86 o1053
235 246.0 c86 o1123
250 256.0 c86 o1720
265 275.0 c86 o1495
285 296.0 c86 o115
145 153.0 c87 o2297
175 184.0 c87 o1266
195 211.0 c87 o2135
240 253.0 c87 o1728
280 288.0 c87 o2342
160 172.0 c88 o2203
200 210.0 c88 o1362
215 225.0 c88 o1313
235 241.0 c88 o1056
245 254.0 c88 o1861
255 267.0 c88 o48
275 281.0 c88 o1055
290 296.0 c88 o2238
300 331.0 c88 o656
340 353.0 c88 o2140
360 368.0 c88 o827
295 315.0 c89 o99
325 337.0 c89 o1865
345 362.0 c89 o662
140 149.0 c90 o1646
155 167.0 c90 o380
170 179.0 c90 o1533
190 197.0 c90 o1370
225 235.0 c90 o963
295 304.0 c90 o2254
255 268.0 c91 o2177
285 297.0 c91 o2317
170 183.0 c92 o185
285 292.0 c92 o36
145 152.0 c93 o91
160 170.0 c93 o1417
180 193.0 c93 o2028
200 216.0 c93 o1879
235 244.0 c93 o1327
265 274.0 c93 o1437
280 290.0 c93 o1954
300 309.0 c93 o1088
145 151.0 c94 o1128
160 168.0 c94 o2274
205 215.0 c94 o251
225 237.0 c94 o150
245 256.0 c94 o389
255 268.0 c94 o670
280 291.0 c94 o920
290 304.0 c94 o1237
150 159.0 c95 o1171
200 209.0 c95 o1304
250 262.0 c95 o2106
165 182.0 c96 o1648
195 201.0 c96 o1608
270 287.0 c96 o1277
300 309.0 c96 o1796
125 136.0 c97 o2236
155 165.0 c97 o2137
175 188.0 c97 o1696
215 225.0 c97 o1778
240 247.0 c97 o697
275 284.0 c97 o1791
300 307.0 c97 o437
130 136.0 c99 o1466
145 152.0 c99 o2364
160 170.0 c99 o763
175 184.0 c99 o1615
190 198.0 c99 o1425
205 213.0 c99 o771
215 228.0 c99 o202
235 242.0 c99 o2098
245 260.0 c99 o1484
280 288.0 c99 o1994
170 184.0 c101 o1912
200 206.0 c101 o865
215 227.0 c101 o2192
145 152.0 c102 o258
165 173.0 c102 o2235
180 188.0 c102 o127
195 205.0 c102 o2385
205 220.0 c102 o45
225 234.0 c102 o31
280 288.0 c102 o460
155 165.0 c103 o2041
175 185.0 c103 o2405
245 256.0 c103 o2182
145 155.0 c104 o897
165 177.0 c104 o268
190 198.0 c104 o954
200 211.0 c104 o1485
225 234.0 c104 o950
240 252.0 c104 o2180
255 267.0 c104 o1718
275 283.0 c104 o2233
285 296.0 c104 o1166
140 150.0 c105 o1468
155 164.0 c105 o1302
170 179.0 c105 o174
195 201.0 c105 o1334
210 216.0 c105 o442
220 232.0 c105 o1401
240 250.0 c105 o864
260 266.0 c105 o530
285 295.0 c105 o1835
135 140.0 c106 o1404
185 196.0 c106 o1337
215 222.0 c106 o2291
135 141.0 c107 o1342
155 167.0 c107 o958
165 180.0 c107 o1405
180 196.0 c107 o2158
200 217.0 c107 o2151
235 243.0 c107 o1199
250 263.0 c107 o2183
285 295.0 c107 o1382
135 143.0 c108 o536
150 157.0 c108 o1997
160 173.0 c108 o1120
185 196.0 c108 o255
210 218.0 c108 o2102
225 234.0 c108 o722
240 253.0 c108 o82
255 267.0 c108 o582
285 299.0 c108 o2243
135 144.0 c109 o177
210 226.0 c110 o2060
185 199.0 c111 o1034
195 202.0 c112 o414
225 233.0 c112 o1603
250 265.0 c112 o821
285 296.0 c112 o164
145 153.0 c113 o2164
175 183.0 c113 o633
190 200.0 c113 o1663
215 228.0 c113 o281
240 254.0 c113 o1042
270 280.0 c113 o969
290 303.0 c113 o523
135 145.0 c114 o108
155 164.0 c114 o495
180 189.0 c114 o497 o178
200 211.0 c114 o1913
235 244.0 c114 o911
255 270.0 c114 o41
295 302.0 c114 o2201
190 204.0 c115 o1354
220 229.0 c115 o1577
240 249.0 c115 o1130
265 273.0 c115 o2299
280 290.0 c115 o451
145 156.0 c116 o254
165 176.0 c116 o2270
190 204.0 c116 o892
215 223.0 c116 o2080
235 241.0 c116 o2252
255 265.0 c116 o2343
275 281.0 c116 o342
190 202.0 c117 o650
145 154.0 c118 o989
165 173.0 c118 o1877
175 189.0 c118 o2339
195 204.0 c118 o218
210 227.0 c118 o2436
245 256.0 c118 o2178
265 275.0 c118 o1517
280 288.0 c118 o444
210 223.0 c120 o1037
225 236.0 c120 o493
245 257.0 c120 o1973
265 274.0 c120 o2034
285 296.0 c120 o162
150 161.0 c121 o475
165 178.0 c121 o1496
180 194.0 c121 o1586
210 222.0 c121 o551
240 252.0 c121 o2217
255 265.0 c121 o1049
195 201.0 c122 o562
220 230.0 c122 o2056
250 261.0 c122 o1937
260 272.0 c122 o2237
290 296.0 c122 o2433
305 342.0 c122 o1532
345 357.0 c122 o1222
265 279.0 c123 o758
130 140.0 c126 o2096
150 160.0 c126 o1456
170 179.0 c126 o1394
190 200.0 c126 o211
200 211.0 c126 o1519
220 229.0 c126 o1069
255 262.0 c126 o799
270 280.0 c129 o76
215 232.0 c130 o479
250 259.0 c130 o412
275 284.0 c130 o376
395 407.0 c131 o544
320 329.0 c132 o2360
330 346.0 c132 o1481
350 370.0 c132 o1447
390 397.0 c132 o1805
450 458.0 c132 o858
470 479.0 c132 o517
335 354.0 c133 o1589
380 386.0 c133 o971
400 407.0 c133 o1365
445 455.0 c133 o2423
460 468.0 c133 o1951
475 484.0 c133 o2206
350 364.0 c134 o1712
395 406.0 c134 o965
420 430.0 c134 o705
440 446.0 c134 o2029
330 339.0 c135 o135
425 435.0 c135 o1341
335 353.0 c136 o1758
355 368.0 c136 o360
375 382.0 c136 o605
395 406.0 c136 o210
470 478.0 c136 o1477
495 508.0 c136 o2066
530 535.0 c136 o1308
310 323.0 c137 o693
335 348.0 c137 o1732
360 370.0 c137 o1322
385 393.0 c137 o1889
400 409.0 c137 o2128
450 457.0 c137 o94
325 336.0 c138 o1103
340 351.0 c138 o737
360 376.0 c138 o1569
395 405.0 c138 o1079
425 433.0 c138 o1428
455 463.0 c138 o1434
460 475.0 c138 o2071
310 319.0 c139 o893
330 343.0 c139 o1942
370 377.0 c139 o2244
385 398.0 c139 o1253
460 472.0 c139 o1776
330 341.0 c140 o160
340 357.0 c140 o193
360 377.0 c140 o180
395 403.0 c140 o1338
410 419.0 c140 o1722
430 437.0 c140 o625
460 467.0 c140 o2087
315 326.0 c141 o1396
335 354.0 c141 o1893
355 374.0 c141 o1065
450 459.0 c141 o623
345 353.0 c142 o403
320 336.0 c144 o931
315 328.0 c145 o700
340 355.0 c145 o2358
395 406.0 c145 o1855
425 435.0 c145 o2095
475 484.0 c145 o1611
305 315.0 c146 o1155
330 342.0 c146 o2020
345 354.0 c146 o66
355 374.0 c146 o20
380 389.0 c146 o1573
310 318.0 c147 o2086
335 348.0 c147 o2355
350 371.0 c147 o1628
385 396.0 c147 o146
470 483.0 c147 o1075
315 324.0 c148 o1385
330 345.0 c148 o165
435 447.0 c148 o661
455 465.0 c148 o332
335 342.0 c149 o2431
360 375.0 c149 o1610
385 394.0 c149 o35
325 334.0 c151 o1911
