Assignment_time Pickup_time Courier_ID Orders
125 156.0 c1 o1137
170 176.0 c1 o1252
185 192.0 c1 o823
220 226.0 c1 o373
100 118.0 c2 o859
125 157.0 c2 o1327
165 176.0 c2 o1611
20 31.0 c3 o1466
35 58.0 c3 o1419
55 72.0 c3 o1165
75 86.0 c3 o970
90 104.0 c3 o937
110 124.0 c3 o811
130 143.0 c3 o1182
155 162.0 c3 o1575
170 178.0 c3 o641
15 23.0 c4 o546
25 43.0 c4 o139
45 62.0 c4 o837
70 77.0 c4 o761
90 103.0 c4 o1552
105 122.0 c4 o899
125 138.0 c4 o155
140 160.0 c4 o741
5 21.0 c5 o353
25 42.0 c5 o1186
45 60.0 c5 o842
70 79.0 c5 o337
85 99.0 c5 o81
100 112.0 c5 o1277
115 125.0 c5 o597
125 138.0 c5 o593
150 162.0 c5 o1117
125 148.0 c6 o553
160 173.0 c6 o1030
185 201.0 c6 o1047
215 224.0 c6 o44
25 42.0 c7 o1582
40 55.0 c7 o1243
75 85.0 c7 o978
85 97.0 c7 o586
105 118.0 c7 o832
120 138.0 c7 o938
135 149.0 c7 o644
155 173.0 c7 o725
30 55.0 c8 o138
110 120.0 c8 o801
120 143.0 c8 o523
165 174.0 c8 o1600
180 188.0 c8 o928
195 202.0 c8 o1402
215 220.0 c8 o826
230 238.0 c8 o678
125 158.0 c9 o806
160 168.0 c9 o135
190 202.0 c9 o915
35 53.0 c10 o721
70 79.0 c10 o1293
90 102.0 c10 o1292
105 117.0 c10 o886
120 141.0 c10 o988
155 169.0 c10 o908
125 169.0 c11 o850
185 191.0 c11 o629
220 227.0 c11 o1358
25 39.0 c12 o519
45 62.0 c12 o1073
80 89.0 c12 o460
90 104.0 c12 o1545
105 121.0 c12 o798
120 133.0 c12 o1253
130 153.0 c12 o501
160 170.0 c12 o1578
105 127.0 c13 o436
130 145.0 c13 o1016
120 145.0 c14 o1332
145 165.0 c14 o781
170 180.0 c14 o828
180 193.0 c14 o582
200 206.0 c14 o676
215 224.0 c14 o468
60 69.0 c15 o935
75 81.0 c15 o1388
85 97.0 c15 o14
95 113.0 c15 o1095
120 135.0 c15 o1405
135 147.0 c15 o1132
155 165.0 c15 o1246
165 177.0 c15 o463
185 191.0 c15 o1213
225 232.0 c15 o188
75 83.0 c16 o1413
