Assignment_time Pickup_time Courier_ID Orders
140 157.0 c2 o345
165 179.0 c2 o469
120 136.0 c5 o962
140 150.0 c5 o466
195 202.0 c6 o787
255 271.0 c6 o37
290 299.0 c6 o468
190 198.0 c8 o860
205 216.0 c8 o934
230 239.0 c8 o648
265 282.0 c8 o734
270 289.0 c9 o272
245 261.0 c10 o791
265 275.0 c10 o443
285 298.0 c10 o513
265 287.0 c11 o634
270 276.0 c12 o520
270 293.0 c13 o249
220 229.0 c14 o749
240 251.0 c14 o370
265 274.0 c14 o204
275 290.0 c14 o580
260 269.0 c15 o353
275 285.0 c15 o173
220 228.0 c16 o245
255 264.0 c16 o914
270 291.0 c16 o133
220 229.0 c17 o219
255 272.0 c17 o435
280 300.0 c17 o374
210 219.0 c18 o521
240 247.0 c18 o81
260 274.0 c18 o848
275 299.0 c18 o935
240 249.0 c19 o937
265 277.0 c19 o874
260 274.0 c20 o50
275 289.0 c20 o293
275 304.0 c21 o794
310 322.0 c21 o103
340 348.0 c21 o824
265 286.0 c22 o73
320 328.0 c22 o881
330 340.0 c22 o879
360 370.0 c22 o925
410 417.0 c22 o381
300 306.0 c23 o690
315 327.0 c23 o669
340 352.0 c23 o591
350 364.0 c23 o8
410 419.0 c23 o625
440 449.0 c23 o301
460 470.0 c23 o798
305 315.0 c25 o88
325 338.0 c25 o854
350 364.0 c25 o518
375 385.0 c25 o616
400 410.0 c25 o91
430 442.0 c25 o439
455 464.0 c25 o540
350 362.0 c29 o137
380 388.0 c29 o915
405 414.0 c29 o814
430 440.0 c29 o488
455 465.0 c29 o569
470 480.0 c29 o505
320 336.0 c30 o297
340 348.0 c30 o26
350 366.0 c30 o891
380 393.0 c30 o490
400 411.0 c30 o907
445 455.0 c30 o383
320 330.0 c31 o235
340 347.0 c31 o517
350 364.0 c31 o927
370 379.0 c31 o667
395 400.0 c31 o324
405 416.0 c31 o394
420 434.0 c31 o361
450 458.0 c31 o924
305 316.0 c32 o424
320 336.0 c32 o274
345 357.0 c32 o721
365 377.0 c32 o632
385 398.0 c32 o492
405 419.0 c32 o86
445 451.0 c32 o399
460 469.0 c32 o10
305 314.0 c33 o949
325 332.0 c33 o700
335 345.0 c33 o210
345 355.0 c33 o713
360 372.0 c33 o442
395 405.0 c33 o57
405 421.0 c33 o288
455 463.0 c33 o652
320 334.0 c35 o108
340 352.0 c35 o139
355 370.0 c35 o769
380 394.0 c35 o590
440 448.0 c35 o930
335 349.0 c37 o39
360 376.0 c37 o859
395 405.0 c37 o432
420 427.0 c37 o355
465 472.0 c37 o160
310 321.0 c38 o536
325 340.0 c38 o938
350 363.0 c38 o821
365 380.0 c38 o722
400 409.0 c38 o793
410 423.0 c38 o331
435 441.0 c38 o807
465 474.0 c38 o157
305 314.0 c39 o712
315 325.0 c39 o626
340 352.0 c39 o673
355 373.0 c39 o959
395 404.0 c39 o729
415 427.0 c39 o839
465 475.0 c39 o967
315 322.0 c40 o23
340 348.0 c40 o63
365 378.0 c40 o642
400 408.0 c40 o883
