Assignment_time Pickup_time Courier_ID Orders
50 66.0 c1 o316
5 23.0 c2 o300
30 39.0 c2 o6
35 52.0 c2 o100
55 82.0 c2 o285
45 69.0 c3 o358
70 88.0 c3 o336
185 204.0 c4 o240
95 105.0 c5 o116
115 125.0 c5 o127
140 149.0 c5 o31
150 163.0 c5 o22
165 181.0 c5 o356
185 204.0 c5 o290
215 223.0 c5 o298
235 243.0 c5 o429
90 102.0 c6 o388
115 127.0 c6 o394
140 152.0 c6 o384
165 186.0 c6 o515
190 202.0 c6 o72
240 248.0 c6 o391
85 99.0 c7 o453
115 124.0 c7 o193
130 151.0 c7 o295
160 172.0 c7 o283
180 193.0 c7 o424
205 212.0 c7 o323
225 235.0 c7 o511
255 262.0 c7 o152
90 103.0 c8 o449
110 120.0 c8 o392
125 141.0 c8 o196
150 164.0 c8 o514
180 190.0 c8 o324
195 207.0 c8 o425
260 268.0 c8 o368
100 120.0 c9 o250
140 150.0 c9 o518
160 171.0 c9 o455
170 185.0 c9 o529
210 220.0 c9 o415
235 244.0 c9 o291
250 259.0 c9 o232
90 102.0 c10 o28
115 126.0 c10 o67
125 141.0 c10 o281
145 164.0 c10 o241
165 180.0 c10 o131
185 195.0 c10 o192
205 217.0 c10 o480
230 237.0 c10 o375
245 254.0 c10 o341
95 110.0 c11 o93
120 126.0 c11 o138
135 145.0 c11 o416
145 160.0 c11 o433
175 190.0 c11 o418
195 203.0 c11 o525
215 224.0 c11 o344
245 254.0 c11 o75
120 133.0 c12 o264
140 152.0 c12 o106
160 174.0 c12 o214
185 197.0 c12 o133
130 152.0 c13 o119
165 176.0 c13 o405
180 191.0 c13 o77
200 208.0 c13 o395
215 225.0 c13 o151
260 268.0 c13 o229
185 204.0 c14 o226
235 244.0 c14 o180
260 269.0 c14 o63
140 152.0 c15 o458
160 168.0 c15 o156
180 189.0 c15 o201
195 206.0 c15 o489
235 244.0 c15 o187
250 260.0 c15 o102
130 135.0 c16 o175
170 184.0 c16 o218
195 205.0 c16 o8
220 230.0 c16 o360
250 256.0 c16 o345
260 268.0 c16 o417
165 180.0 c17 o332
185 190.0 c17 o130
205 213.0 c17 o46
220 229.0 c17 o513
240 247.0 c17 o177
205 217.0 c18 o293
230 240.0 c18 o243
255 264.0 c18 o303
285 293.0 c18 o158
300 313.0 c18 o98
265 280.0 c19 o228
290 296.0 c19 o95
305 316.0 c19 o481
280 289.0 c20 o421
305 315.0 c20 o244
290 306.0 c21 o381
380 393.0 c21 o38
355 362.0 c23 o70
385 395.0 c23 o534
275 283.0 c24 o346
285 296.0 c24 o179
325 334.0 c24 o468
350 359.0 c24 o76
370 377.0 c24 o85
380 393.0 c24 o48
420 429.0 c24 o296
435 442.0 c24 o140
285 294.0 c25 o83
340 351.0 c25 o166
355 368.0 c25 o492
370 380.0 c25 o287
395 406.0 c25 o110
265 281.0 c26 o188
290 298.0 c26 o312
335 344.0 c26 o219
375 384.0 c26 o337
425 436.0 c26 o335
440 447.0 c26 o165
370 379.0 c27 o302
400 411.0 c27 o282
265 279.0 c28 o419
290 302.0 c28 o223
330 338.0 c28 o354
345 361.0 c28 o367
385 391.0 c28 o313
405 412.0 c28 o79
420 430.0 c28 o378
265 282.0 c29 o235
295 304.0 c29 o533
320 330.0 c29 o43
360 366.0 c29 o398
375 384.0 c29 o32
395 404.0 c29 o230
415 425.0 c29 o521
440 449.0 c29 o55
300 312.0 c30 o348
320 330.0 c30 o142
335 344.0 c30 o84
340 357.0 c30 o90
360 375.0 c30 o199
380 393.0 c30 o522
400 411.0 c30 o407
440 449.0 c30 o274
270 280.0 c33 o118
