Assignment_time Pickup_time Courier_ID Orders
30 49.0 c1 o661
125 146.0 c1 o1314
150 167.0 c1 o279
15 28.0 c2 o2320
30 53.0 c2 o1975
65 74.0 c2 o1667
80 90.0 c2 o1879
110 129.0 c2 o1590
125 142.0 c2 o2455
155 173.0 c2 o2277
15 21.0 c3 o273
35 51.0 c3 o1744
80 92.0 c3 o1733
100 120.0 c3 o1498
120 137.0 c3 o1424
145 155.0 c3 o716
165 180.0 c3 o2476
20 34.0 c4 o1298
45 68.0 c4 o711
70 82.0 c4 o592
90 100.0 c4 o1582
105 118.0 c4 o940
125 141.0 c4 o1982 o1489
165 179.0 c4 o1011
50 105.0 c5 o1167
110 123.0 c5 o277
130 148.0 c5 o1219
160 172.0 c5 o432
185 197.0 c5 o1646
195 210.0 c5 o449
215 231.0 c5 o804
40 61.0 c6 o2313
95 105.0 c6 o2072
115 124.0 c6 o2607
125 141.0 c6 o992
145 167.0 c6 o2272
170 183.0 c6 o1976 o930
190 202.0 c6 o549
205 220.0 c6 o681 o1171
50 84.0 c7 o495 o150
105 118.0 c7 o2009
115 132.0 c7 o935
130 146.0 c7 o1304
145 158.0 c7 o67
165 180.0 c7 o2560
180 192.0 c7 o137
200 214.0 c7 o2045
220 233.0 c7 o462
25 48.0 c8 o141
45 76.0 c8 o872
85 100.0 c8 o560
100 115.0 c8 o2011
120 140.0 c8 o1319
140 155.0 c8 o2105
155 169.0 c8 o1402
170 192.0 c8 o693 o2421
220 235.0 c8 o2065
25 35.0 c9 o1939
35 51.0 c9 o419
50 67.0 c9 o1103
70 82.0 c9 o2231
85 95.0 c9 o2688
100 111.0 c9 o1481 o1749
120 134.0 c9 o1540
140 151.0 c9 o2574
150 166.0 c9 o2152
30 44.0 c10 o948
50 68.0 c10 o2557
80 93.0 c10 o1787
95 109.0 c10 o1101
110 121.0 c10 o1645
130 147.0 c10 o1514
160 169.0 c10 o2359
30 47.0 c11 o256
55 74.0 c11 o1911
85 94.0 c11 o2230
100 118.0 c11 o1536
115 131.0 c11 o1777
130 143.0 c11 o2587 o2558
160 173.0 c11 o1179
170 183.0 c11 o1958 o1296
200 220.0 c11 o2261
45 79.0 c12 o1085
95 105.0 c12 o836
120 136.0 c12 o1900
135 159.0 c12 o82
165 180.0 c12 o1814
35 60.0 c13 o1414
85 93.0 c13 o513
100 119.0 c13 o2723
125 136.0 c13 o1861
135 148.0 c13 o988
160 170.0 c13 o2495
20 28.0 c14 o1405
35 69.0 c14 o2444
75 85.0 c14 o1042
100 113.0 c14 o2472
115 131.0 c14 o324
140 152.0 c14 o2163
155 168.0 c14 o1989
40 64.0 c15 o1468
90 102.0 c15 o946
105 118.0 c15 o1338
120 134.0 c15 o1851
130 147.0 c15 o2324 o596
165 179.0 c15 o859
25 35.0 c16 o2034
40 62.0 c16 o2290
75 85.0 c16 o2154
90 101.0 c16 o962
100 114.0 c16 o408
115 130.0 c16 o430
150 162.0 c16 o1462
50 103.0 c17 o635
110 140.0 c17 o1422
140 154.0 c17 o1249
165 179.0 c17 o2651
185 208.0 c17 o1358
210 227.0 c17 o2668
225 240.0 c17 o4
15 25.0 c18 o1151
35 51.0 c18 o23
70 79.0 c18 o979
85 97.0 c18 o2133
105 117.0 c18 o1009
125 137.0 c18 o2531 o884
150 168.0 c18 o354
170 180.0 c18 o2118
15 25.0 c19 o2564
40 66.0 c19 o1550
85 92.0 c19 o2341
90 104.0 c19 o2554
105 121.0 c19 o206
120 136.0 c19 o2055
140 152.0 c19 o1147
160 174.0 c19 o2611
10 18.0 c20 o2468
25 34.0 c20 o880
45 68.0 c20 o1959
80 90.0 c20 o2195
105 121.0 c20 o841
