Assignment_time Pickup_time Courier_ID Orders
40 55.0 c1 o490
140 150.0 c1 o1598
85 92.0 c2 o340
110 120.0 c2 o79
165 178.0 c2 o1319
195 201.0 c2 o539
75 82.0 c3 o1520
130 136.0 c3 o9
190 199.0 c3 o1420
35 43.0 c5 o566
90 97.0 c5 o824
110 120.0 c5 o1004
145 155.0 c5 o132
30 39.0 c6 o1715
130 141.0 c6 o255
160 170.0 c6 o875
45 58.0 c7 o606
70 77.0 c7 o1266
45 56.0 c8 o949
110 119.0 c8 o1030
160 167.0 c8 o23
40 55.0 c9 o252
100 107.0 c9 o1182
140 146.0 c9 o91
190 200.0 c9 o1015
215 224.0 c9 o666
50 69.0 c10 o842
90 100.0 c10 o1324
145 154.0 c10 o164
160 169.0 c10 o967
85 93.0 c13 o1317
130 138.0 c13 o1128
55 65.0 c14 o536
95 106.0 c14 o1121
105 120.0 c14 o668
125 140.0 c14 o1724
40 49.0 c16 o36
50 59.0 c16 o111
75 85.0 c16 o346
20 30.0 c17 o12
50 68.0 c17 o1434
90 99.0 c17 o1203
165 173.0 c17 o249
50 64.0 c18 o1178
70 76.0 c18 o184
85 94.0 c18 o1396
125 131.0 c18 o1642
150 159.0 c18 o956
170 178.0 c18 o517
45 60.0 c19 o739
70 80.0 c19 o1216
35 45.0 c21 o172
50 66.0 c21 o1370
95 103.0 c21 o47
130 135.0 c21 o240
150 156.0 c21 o1695
170 179.0 c21 o680
15 26.0 c23 o830
40 47.0 c23 o1439
85 93.0 c23 o752
110 120.0 c23 o1057
140 148.0 c23 o565
160 169.0 c23 o134
45 55.0 c24 o790
90 98.0 c24 o1746
105 118.0 c24 o1140
165 174.0 c24 o1200
115 127.0 c26 o17
145 158.0 c26 o1665
80 87.0 c27 o1037
115 124.0 c27 o1740
10 17.0 c28 o527
25 33.0 c28 o496
80 90.0 c28 o1540
110 123.0 c29 o1392
155 162.0 c29 o627
45 57.0 c30 o605
65 71.0 c30 o1470
80 92.0 c30 o409
100 115.0 c30 o444
145 164.0 c30 o1201
40 54.0 c33 o1321
100 109.0 c33 o1534
115 125.0 c33 o1551
145 162.0 c33 o289
170 179.0 c33 o205
25 38.0 c34 o1220
95 112.0 c34 o1630
115 128.0 c34 o687
140 149.0 c34 o131
10 16.0 c35 o269
40 54.0 c35 o1159
15 36.0 c36 o1055
95 141.0 c36 o547
15 24.0 c37 o190
40 48.0 c37 o1325
100 110.0 c37 o839
155 165.0 c37 o474
35 48.0 c38 o870
50 64.0 c38 o76
15 24.0 c39 o478
45 54.0 c39 o262
85 92.0 c39 o133
160 168.0 c39 o833
70 78.0 c41 o881
95 105.0 c41 o175
110 126.0 c41 o944
130 144.0 c41 o84
145 159.0 c41 o1262
165 177.0 c41 o1702
190 200.0 c41 o1556
210 218.0 c41 o1688
225 238.0 c41 o482
105 120.0 c42 o939
130 142.0 c42 o661
160 171.0 c42 o463
185 199.0 c42 o1276
225 237.0 c42 o1563
165 189.0 c43 o454
195 226.0 c43 o34
110 120.0 c44 o986
125 139.0 c44 o1107
145 158.0 c44 o386
180 190.0 c44 o1376
245 257.0 c44 o801
270 283.0 c44 o878
75 84.0 c45 o1429
145 156.0 c45 o831
165 173.0 c45 o557
190 198.0 c45 o324
210 218.0 c45 o520
225 232.0 c45 o1591
150 181.0 c46 o1350
215 237.0 c46 o393
130 172.0 c47 o586
60 69.0 c49 o960
85 94.0 c49 o1426
100 116.0 c49 o515
125 141.0 c49 o1080
145 157.0 c49 o1177
175 185.0 c49 o1224
