Assignment_time Pickup_time Courier_ID Orders
25 44.0 c1 o692
45 59.0 c1 o1181
85 95.0 c1 o563
105 113.0 c1 o695
120 136.0 c1 o1111
100 108.0 c3 o601
115 124.0 c3 o229
140 154.0 c3 o472
135 147.0 c4 o760
150 165.0 c4 o650
235 244.0 c5 o707
180 190.0 c6 o1038
220 233.0 c6 o300
245 263.0 c6 o476
270 292.0 c6 o305
185 200.0 c7 o738
220 228.0 c7 o235
240 250.0 c7 o1139
260 270.0 c7 o433
190 198.0 c8 o920
215 228.0 c8 o1165
235 252.0 c8 o51
255 275.0 c8 o821
285 297.0 c8 o845
225 234.0 c11 o100
270 285.0 c12 o79
270 293.0 c13 o1025
220 234.0 c14 o373
240 256.0 c14 o273
275 288.0 c14 o728
200 216.0 c15 o208
235 245.0 c15 o665
250 271.0 c15 o1142
275 297.0 c15 o437
245 269.0 c16 o919 o598
285 299.0 c16 o612
315 322.0 c16 o36
330 337.0 c16 o1126
345 354.0 c16 o1157
360 372.0 c16 o795
375 388.0 c16 o1017
390 400.0 c16 o26
405 416.0 c16 o469
240 252.0 c17 o516
260 277.0 c17 o75
285 302.0 c17 o763
315 327.0 c17 o1166
345 352.0 c17 o735
360 371.0 c17 o392
380 391.0 c17 o673
405 412.0 c17 o141
245 260.0 c18 o900
270 288.0 c18 o869
270 292.0 c19 o850
310 316.0 c19 o1009
325 337.0 c19 o241
355 365.0 c19 o93
375 390.0 c19 o112
400 415.0 c19 o662
420 429.0 c19 o1109
305 319.0 c20 o999
330 342.0 c20 o31
350 361.0 c20 o1010
365 381.0 c20 o243
380 397.0 c20 o1102
420 427.0 c20 o1070
440 449.0 c20 o620
300 311.0 c21 o737
335 344.0 c21 o956
350 362.0 c21 o618
365 379.0 c21 o1140
390 402.0 c21 o710
415 421.0 c21 o297
435 444.0 c21 o1050
455 465.0 c21 o61
360 374.0 c22 o137
390 401.0 c22 o386
405 417.0 c22 o857
420 434.0 c22 o210
460 466.0 c22 o997
295 305.0 c23 o552
310 320.0 c23 o975
335 344.0 c23 o328
355 366.0 c23 o391
370 385.0 c23 o46
395 406.0 c23 o517
420 427.0 c23 o769
450 463.0 c23 o582
330 340.0 c24 o11
360 372.0 c24 o257
385 395.0 c24 o655
410 419.0 c24 o990
465 474.0 c24 o496
315 329.0 c25 o1108
340 348.0 c25 o854
355 370.0 c25 o88
380 391.0 c25 o837
410 420.0 c25 o29
435 441.0 c25 o479
455 465.0 c25 o1185
305 314.0 c26 o887
345 355.0 c26 o370
370 383.0 c26 o265
385 399.0 c26 o304
400 412.0 c26 o409
420 432.0 c26 o1019
445 452.0 c26 o485
300 312.0 c27 o98
330 339.0 c27 o730
355 365.0 c27 o41
375 390.0 c27 o705
405 414.0 c27 o415
440 447.0 c27 o1098
465 477.0 c27 o722
380 393.0 c28 o992
405 417.0 c28 o947
440 447.0 c28 o1177
460 472.0 c28 o1105
340 349.0 c29 o621
360 373.0 c29 o1057
385 397.0 c29 o1156
400 409.0 c29 o368
420 429.0 c29 o1081
450 459.0 c29 o978
370 385.0 c30 o889
450 460.0 c30 o155
360 369.0 c32 o704
375 385.0 c32 o909
400 412.0 c32 o227
430 438.0 c32 o669
450 457.0 c32 o926
460 472.0 c32 o202
305 319.0 c34 o340
345 358.0 c34 o357
370 385.0 c34 o228
395 410.0 c34 o963
440 447.0 c34 o932
465 474.0 c34 o918
315 331.0 c36 o539
345 354.0 c36 o893
365 378.0 c36 o898
380 395.0 c36 o609
410 421.0 c36 o220
440 448.0 c36 o853
465 476.0 c36 o1042
360 368.0 c37 o48
385 398.0 c37 o344
410 419.0 c37 o591
440 449.0 c37 o209
365 380.0 c38 o583
395 405.0 c38 o587
440 448.0 c38 o470
455 464.0 c38 o211
295 310.0 c39 o2
315 325.0 c39 o478
350 361.0 c39 o43
375 382.0 c39 o912
385 398.0 c39 o663
410 421.0 c39 o793
435 442.0 c39 o296
450 461.0 c39 o830
350 364.0 c40 o159
380 388.0 c40 o1144
390 403.0 c40 o776
440 449.0 c40 o817
455 464.0 c40 o502
310 320.0 c41 o446
345 356.0 c41 o7
360 372.0 c41 o794
375 387.0 c41 o868
460 472.0 c41 o113
300 312.0 c42 o1060
335 344.0 c42 o94
350 360.0 c42 o955
385 399.0 c42 o490
420 434.0 c42 o270
455 466.0 c42 o983
470 480.0 c42 o349
340 353.0 c43 o240
365 374.0 c43 o1137
380 389.0 c43 o153
395 408.0 c43 o221
425 435.0 c43 o1159
445 455.0 c43 o491
460 473.0 c43 o540
305 316.0 c44 o239
335 346.0 c44 o1004
355 365.0 c44 o1128
380 387.0 c44 o1011
400 415.0 c44 o252
440 447.0 c44 o664
465 476.0 c44 o843
380 393.0 c45 o825
400 409.0 c45 o1085
425 439.0 c45 o806
300 310.0 c46 o70
340 350.0 c46 o987
360 374.0 c46 o1110
385 396.0 c46 o1145
435 445.0 c46 o1155
465 479.0 c46 o432
320 332.0 c47 o125
355 365.0 c47 o268
370 386.0 c47 o249
405 415.0 c47 o714
440 448.0 c47 o927
460 472.0 c47 o487
315 325.0 c48 o952
340 348.0 c48 o530
370 385.0 c48 o1
390 400.0 c48 o377
405 413.0 c48 o619
445 453.0 c48 o1078
375 390.0 c49 o1179
400 413.0 c49 o1123
425 431.0 c49 o596
445 455.0 c49 o160
460 470.0 c49 o777
295 307.0 c50 o266
335 344.0 c50 o184
375 380.0 c50 o604
400 409.0 c50 o1024
415 431.0 c50 o761
445 456.0 c50 o1176
295 312.0 c51 o238
325 331.0 c51 o1091
350 356.0 c51 o789
370 379.0 c51 o170
400 410.0 c51 o164
295 309.0 c52 o656
340 350.0 c52 o734
355 367.0 c52 o1023
370 386.0 c52 o120
390 404.0 c52 o1129
415 425.0 c52 o1018
435 445.0 c52 o679
450 458.0 c52 o401
295 309.0 c53 o942
335 345.0 c53 o1001
355 366.0 c53 o838
375 386.0 c53 o811
405 416.0 c53 o444
440 450.0 c53 o966
455 464.0 c53 o904
305 318.0 c54 o613
320 333.0 c54 o426
340 347.0 c54 o1014
350 364.0 c54 o429
370 380.0 c54 o949
390 404.0 c54 o711
435 445.0 c54 o886
455 466.0 c54 o833
345 359.0 c56 o3
370 385.0 c56 o701
360 374.0 c57 o136
380 392.0 c57 o57
395 410.0 c57 o651
415 425.0 c57 o244
435 442.0 c58 o178
465 474.0 c58 o172
550 567.0 c59 o1146
575 586.0 c59 o289
610 619.0 c59 o977
625 634.0 c59 o828
645 653.0 c59 o1154
490 504.0 c60 o1072
515 525.0 c60 o322
540 551.0 c60 o653
560 570.0 c60 o16
585 591.0 c60 o558
610 618.0 c60 o192
635 646.0 c60 o495
550 560.0 c61 o206
595 602.0 c61 o570
615 633.0 c61 o1125
650 656.0 c61 o279
510 522.0 c62 o1055
535 551.0 c62 o269
565 575.0 c62 o610
585 595.0 c62 o385
605 616.0 c62 o320
620 631.0 c62 o877
645 656.0 c62 o343
510 522.0 c63 o262
560 573.0 c63 o834
580 588.0 c63 o685
630 640.0 c63 o80
645 655.0 c63 o1138
480 491.0 c64 o475
495 511.0 c64 o1106
515 527.0 c64 o974
530 543.0 c64 o256
595 603.0 c64 o1016
605 617.0 c64 o189
630 641.0 c64 o199
650 656.0 c64 o712
500 514.0 c65 o543
525 540.0 c65 o718
545 557.0 c65 o1130
580 591.0 c65 o67
600 618.0 c65 o799
630 643.0 c65 o672
545 555.0 c66 o85
590 599.0 c66 o443
625 634.0 c66 o204
640 648.0 c66 o905
480 490.0 c67 o757
495 507.0 c67 o640
515 525.0 c67 o740
535 545.0 c67 o1079
560 569.0 c67 o702
570 583.0 c67 o102
595 605.0 c67 o119
615 629.0 c67 o1033
640 647.0 c67 o21
475 486.0 c68 o231
505 515.0 c68 o118
530 539.0 c68 o1168
560 566.0 c68 o1084
575 585.0 c68 o721
610 619.0 c68 o536
640 648.0 c68 o242
485 502.0 c69 o535
510 523.0 c69 o157
530 541.0 c69 o678
545 561.0 c69 o149
570 576.0 c69 o741
580 591.0 c69 o836
595 601.0 c69 o161
630 638.0 c69 o994
645 653.0 c69 o24
495 515.0 c70 o177
520 530.0 c70 o518
530 549.0 c70 o642
490 503.0 c71 o352
530 541.0 c71 o719
555 565.0 c71 o696
585 591.0 c71 o715
610 620.0 c71 o272
630 641.0 c71 o661
490 502.0 c72 o1002
525 541.0 c72 o201
550 565.0 c72 o30
570 579.0 c72 o736
585 594.0 c72 o677
610 623.0 c72 o648
630 646.0 c72 o1007
525 543.0 c73 o687
560 568.0 c73 o1167
615 628.0 c73 o907
640 656.0 c73 o519
475 485.0 c74 o274
490 499.0 c74 o488
515 524.0 c74 o930
535 546.0 c74 o130
570 580.0 c74 o564
590 600.0 c74 o454
630 644.0 c74 o858
480 494.0 c76 o292
520 530.0 c76 o92
540 554.0 c76 o681
560 570.0 c76 o590
580 588.0 c76 o399
600 615.0 c76 o754
625 636.0 c76 o176
645 654.0 c76 o842
610 624.0 c77 o783
640 646.0 c77 o826
475 488.0 c78 o813
485 498.0 c78 o938
505 519.0 c78 o996
525 538.0 c78 o602
550 562.0 c78 o135
575 585.0 c78 o218
600 614.0 c78 o781
615 629.0 c78 o1135
645 654.0 c78 o20
475 490.0 c79 o168
490 506.0 c79 o165
505 521.0 c79 o325
525 543.0 c79 o958
550 561.0 c79 o1099
570 578.0 c79 o319
630 640.0 c79 o1061
650 659.0 c79 o802
480 490.0 c80 o716
495 505.0 c80 o37
505 519.0 c80 o864
525 535.0 c80 o803
540 550.0 c80 o363
560 572.0 c80 o646
590 598.0 c80 o709
625 631.0 c80 o217
650 659.0 c80 o380
595 609.0 c81 o607
615 627.0 c81 o910
645 657.0 c81 o884
670 683.0 c81 o766
700 714.0 c81 o12
725 739.0 c81 o933
740 759.0 c81 o980
765 777.0 c81 o359
590 605.0 c82 o1063
610 622.0 c82 o133
635 647.0 c82 o247
480 491.0 c83 o191
510 522.0 c83 o632
525 545.0 c83 o691
565 575.0 c83 o333
585 597.0 c83 o599
610 621.0 c83 o421
630 645.0 c83 o553
495 512.0 c84 o334
515 527.0 c84 o644
530 545.0 c84 o423
550 564.0 c84 o820
615 625.0 c84 o412
635 642.0 c84 o259
650 657.0 c84 o117
575 584.0 c85 o859
595 608.0 c85 o1133
625 634.0 c85 o330
475 492.0 c86 o381
505 518.0 c86 o428
525 539.0 c86 o175
540 553.0 c86 o271
555 568.0 c86 o923
575 586.0 c86 o504
595 602.0 c86 o670
630 646.0 c86 o1089
590 605.0 c87 o526
625 634.0 c87 o605
645 652.0 c87 o849
480 488.0 c88 o18
495 508.0 c88 o1028
510 522.0 c88 o880
535 549.0 c88 o460
565 576.0 c88 o139
580 590.0 c88 o205
610 621.0 c88 o962
620 633.0 c88 o15
640 650.0 c88 o226
525 537.0 c89 o501
545 554.0 c89 o693
570 578.0 c89 o675
590 597.0 c89 o925
600 612.0 c89 o91
615 624.0 c89 o148
635 644.0 c89 o76
645 655.0 c89 o19
475 493.0 c90 o1049
495 507.0 c90 o914
515 529.0 c90 o979
540 554.0 c90 o28
565 575.0 c90 o1095
630 637.0 c90 o193
650 660.0 c90 o798
475 493.0 c91 o636
495 506.0 c91 o438
510 526.0 c91 o336
535 551.0 c91 o1082
575 585.0 c91 o538
600 611.0 c91 o17
620 628.0 c91 o954
640 647.0 c91 o1164
675 690.0 c92 o635
700 713.0 c92 o1175
720 732.0 c92 o867
745 761.0 c92 o844
775 787.0 c92 o232
790 806.0 c92 o929
810 825.0 c92 o254
725 744.0 c93 o425
745 759.0 c93 o329
760 775.0 c93 o507
775 787.0 c93 o911
790 802.0 c93 o872
800 813.0 c93 o615
825 841.0 c93 o40
855 874.0 c93 o739
880 896.0 c93 o317
675 689.0 c94 o512
705 715.0 c94 o593
730 743.0 c94 o1039
755 772.0 c94 o723
775 784.0 c94 o361
790 802.0 c94 o521
810 831.0 c94 o215
835 846.0 c94 o455
855 866.0 c94 o169
870 884.0 c94 o522
705 723.0 c95 o287
725 738.0 c95 o1161
755 780.0 c95 o860
785 802.0 c95 o1127
800 813.0 c95 o150
820 834.0 c95 o1115
690 704.0 c96 o628
705 726.0 c96 o774
725 741.0 c96 o520
750 767.0 c96 o989
780 790.0 c96 o318
790 805.0 c96 o562
805 821.0 c96 o870
825 838.0 c96 o378
845 859.0 c96 o212
865 880.0 c96 o419
880 894.0 c96 o166
655 667.0 c97 o376
675 693.0 c97 o569
705 724.0 c97 o182
725 741.0 c97 o465
740 755.0 c97 o174
770 791.0 c97 o706
805 816.0 c97 o743
660 672.0 c98 o1170
685 697.0 c98 o967
705 719.0 c98 o288
730 743.0 c98 o314
745 759.0 c98 o654
770 777.0 c98 o146
790 805.0 c98 o101
805 823.0 c98 o1053
825 844.0 c98 o173
860 872.0 c98 o863
880 898.0 c98 o327
655 666.0 c99 o623
710 723.0 c99 o81
725 741.0 c99 o506
750 765.0 c99 o463
765 780.0 c99 o800
785 798.0 c99 o186
805 820.0 c99 o248
825 846.0 c99 o622
845 864.0 c99 o131
870 888.0 c99 o915
730 758.0 c100 o524
760 771.0 c100 o420
770 788.0 c100 o341
790 804.0 c100 o576
810 834.0 c100 o727
670 681.0 c101 o1136
695 703.0 c101 o557
700 714.0 c101 o1012
710 725.0 c101 o1047
730 749.0 c101 o439
750 765.0 c101 o347
665 675.0 c102 o750
690 706.0 c102 o195
720 733.0 c102 o1044
740 754.0 c102 o345
765 783.0 c102 o729
790 807.0 c102 o350
805 821.0 c102 o573
820 836.0 c102 o1056
840 855.0 c102 o122
860 871.0 c102 o840
880 893.0 c102 o1163
705 723.0 c103 o666
735 745.0 c103 o1096
750 761.0 c103 o447
760 774.0 c103 o299
780 794.0 c103 o1116
795 808.0 c103 o683
810 830.0 c103 o132
835 852.0 c103 o418
860 873.0 c103 o546
880 899.0 c103 o71
710 723.0 c104 o1069
745 766.0 c104 o689
775 787.0 c104 o224
795 811.0 c104 o90
810 823.0 c104 o346
825 836.0 c104 o829
655 670.0 c105 o316
680 692.0 c105 o22
700 721.0 c105 o509
720 737.0 c105 o291
740 761.0 c105 o4
770 779.0 c105 o276
780 796.0 c105 o321
805 816.0 c105 o1121
830 856.0 c105 o1054
865 874.0 c105 o934
670 683.0 c106 o489
700 715.0 c106 o35
715 731.0 c106 o34
730 745.0 c106 o548
745 760.0 c106 o885
765 775.0 c106 o253
785 798.0 c106 o747
800 816.0 c106 o589
820 838.0 c106 o547
845 858.0 c106 o964
865 880.0 c106 o395
880 893.0 c106 o427
665 675.0 c107 o544
695 705.0 c107 o404
710 723.0 c107 o223
725 741.0 c107 o442
745 758.0 c107 o408
760 774.0 c107 o822
775 786.0 c107 o671
785 796.0 c107 o50
800 813.0 c107 o430
820 840.0 c107 o134
665 673.0 c108 o778
680 691.0 c108 o222
715 728.0 c108 o950
740 755.0 c108 o585
775 791.0 c108 o824
790 806.0 c108 o941
810 825.0 c108 o124
840 861.0 c108 o323
865 883.0 c108 o116
670 677.0 c109 o1032
685 697.0 c109 o307
700 711.0 c109 o1058
715 731.0 c109 o1043
735 754.0 c109 o560
765 784.0 c109 o1006
780 794.0 c109 o126
795 810.0 c109 o574
815 829.0 c109 o388
720 734.0 c110 o567
730 746.0 c110 o571
755 770.0 c110 o523
785 799.0 c110 o486
800 816.0 c110 o339
815 829.0 c110 o1031
845 861.0 c110 o852
865 880.0 c110 o786
655 669.0 c111 o846
705 723.0 c111 o267
725 743.0 c111 o835
750 765.0 c111 o110
770 783.0 c111 o584
790 803.0 c111 o95
800 817.0 c111 o532
670 680.0 c112 o390
700 712.0 c112 o906
710 723.0 c112 o467
745 761.0 c112 o114
765 779.0 c112 o1066
785 795.0 c112 o1021
795 807.0 c112 o827
815 829.0 c112 o13
720 745.0 c113 o861
755 771.0 c113 o358
780 794.0 c113 o38
805 821.0 c113 o698
825 840.0 c113 o625
855 865.0 c113 o1046
660 669.0 c114 o484
660 670.0 c115 o568
680 689.0 c115 o99
705 719.0 c115 o960
730 743.0 c115 o1083
750 763.0 c115 o379
770 785.0 c115 o796
790 802.0 c115 o819
805 822.0 c115 o731
825 835.0 c115 o74
660 673.0 c116 o8
685 695.0 c116 o282
700 708.0 c116 o424
710 731.0 c116 o1020
735 747.0 c116 o1013
750 764.0 c116 o1087
770 789.0 c116 o416
795 806.0 c116 o64
810 830.0 c116 o1147
685 696.0 c117 o1184
700 709.0 c117 o89
710 723.0 c117 o759
725 741.0 c117 o471
750 764.0 c117 o808
770 786.0 c117 o890
795 807.0 c117 o537
815 828.0 c117 o6
660 668.0 c118 o198
675 685.0 c118 o1120
695 706.0 c118 o55
710 726.0 c118 o674
745 766.0 c118 o413
770 786.0 c118 o945
790 807.0 c118 o197
805 833.0 c118 o309
835 855.0 c118 o396
855 869.0 c118 o261
875 896.0 c118 o216
670 685.0 c119 o986
695 708.0 c119 o943
720 738.0 c119 o1065
745 759.0 c119 o457
770 778.0 c119 o263
795 807.0 c119 o807
810 824.0 c119 o1114
730 744.0 c120 o720
755 768.0 c120 o894
770 784.0 c120 o389
790 805.0 c120 o1113
805 820.0 c120 o1101
820 836.0 c120 o264
840 864.0 c120 o233
865 879.0 c120 o1148
885 900.0 c120 o374
685 694.0 c121 o804
705 718.0 c121 o614
735 750.0 c121 o959
755 775.0 c121 o742
775 791.0 c121 o127
795 809.0 c121 o533
810 826.0 c121 o107
655 665.0 c122 o144
670 688.0 c122 o1112
700 712.0 c122 o700
715 726.0 c122 o1008
740 756.0 c122 o44
765 776.0 c122 o649
780 796.0 c122 o503
805 819.0 c122 o68
670 680.0 c123 o981
685 693.0 c123 o732
700 713.0 c123 o970
715 733.0 c123 o988
740 757.0 c123 o407
770 783.0 c123 o306
790 799.0 c123 o219
805 819.0 c123 o922
710 729.0 c124 o302
730 746.0 c124 o957
755 770.0 c124 o951
790 797.0 c124 o481
800 817.0 c124 o638
825 839.0 c124 o185
700 715.0 c125 o745
720 733.0 c125 o575
735 752.0 c125 o1075
760 777.0 c125 o592
790 803.0 c125 o275
805 817.0 c125 o946
820 833.0 c125 o246
685 702.0 c126 o976
700 714.0 c126 o115
725 740.0 c126 o69
740 756.0 c126 o230
770 782.0 c126 o450
790 804.0 c126 o331
815 836.0 c126 o773
675 691.0 c127 o991
700 709.0 c127 o286
720 730.0 c127 o594
735 754.0 c127 o634
760 774.0 c127 o577
780 795.0 c127 o394
795 811.0 c127 o881
825 840.0 c127 o104
710 740.0 c128 o1134
745 761.0 c128 o901
760 773.0 c128 o871
780 790.0 c128 o724
805 819.0 c128 o565
825 842.0 c128 o985
845 859.0 c128 o1086
865 876.0 c128 o1160
670 678.0 c129 o939
695 706.0 c129 o47
720 733.0 c129 o611
755 761.0 c129 o1118
765 776.0 c129 o493
790 801.0 c129 o422
800 814.0 c129 o27
815 828.0 c129 o1180
730 757.0 c130 o398
775 791.0 c130 o595
790 812.0 c130 o944
700 716.0 c131 o1059
725 748.0 c131 o972
750 766.0 c131 o551
765 780.0 c131 o308
785 799.0 c131 o690
800 816.0 c131 o790
825 840.0 c131 o1080
665 675.0 c132 o847
700 714.0 c132 o935
720 735.0 c132 o1051
740 751.0 c132 o725
765 773.0 c132 o348
785 798.0 c132 o466
810 825.0 c132 o410
720 731.0 c133 o688
735 750.0 c133 o1097
755 772.0 c133 o158
775 787.0 c133 o366
795 807.0 c133 o508
805 831.0 c133 o744
845 860.0 c133 o1045
865 874.0 c133 o337
875 888.0 c133 o145
720 732.0 c134 o878
735 748.0 c134 o23
760 772.0 c134 o1062
770 788.0 c134 o831
790 806.0 c134 o468
810 826.0 c134 o482
830 844.0 c134 o402
845 867.0 c134 o338
875 893.0 c134 o39
895 908.0 c134 o586
910 928.0 c134 o848
720 736.0 c135 o142
745 755.0 c135 o511
760 773.0 c135 o805
780 795.0 c135 o1015
800 809.0 c135 o251
815 832.0 c135 o873
840 855.0 c135 o713
865 882.0 c135 o891
725 745.0 c136 o647
755 773.0 c136 o627
780 796.0 c136 o751
805 823.0 c136 o856
830 847.0 c136 o659
860 872.0 c136 o49
875 892.0 c136 o762
730 747.0 c137 o603
765 784.0 c137 o1029
790 803.0 c137 o73
805 821.0 c137 o818
825 841.0 c137 o629
840 854.0 c137 o313
860 877.0 c137 o285
885 898.0 c137 o903
720 734.0 c138 o1103
735 754.0 c138 o32
755 775.0 c138 o162
785 799.0 c138 o255
715 727.0 c139 o680
750 767.0 c139 o245
780 790.0 c139 o45
795 810.0 c139 o298
820 838.0 c139 o77
840 859.0 c139 o1158
870 890.0 c139 o775
715 729.0 c140 o464
750 765.0 c140 o879
770 784.0 c140 o580
790 810.0 c140 o354
810 827.0 c140 o908
830 851.0 c140 o660
860 872.0 c140 o581
875 889.0 c140 o1073
720 740.0 c141 o121
740 758.0 c141 o335
765 781.0 c141 o183
780 795.0 c141 o97
800 808.0 c141 o753
820 833.0 c141 o1119
830 846.0 c141 o657
850 866.0 c141 o924
870 894.0 c141 o971
715 727.0 c142 o436
