Assignment_time Pickup_time Courier_ID Orders
5 35.0 c1 o306
45 60.0 c1 o227
25 42.0 c2 o89
55 66.0 c2 o159
25 55.0 c3 o146
75 82.0 c3 o121
100 113.0 c3 o174
155 165.0 c3 o22
180 194.0 c3 o343
120 135.0 c4 o266
140 151.0 c4 o6
185 194.0 c4 o187
205 216.0 c4 o137
215 238.0 c4 o75
250 264.0 c4 o223
130 139.0 c5 o467
210 229.0 c5 o417
250 261.0 c5 o149
110 120.0 c6 o55
130 139.0 c6 o164
155 164.0 c6 o245
175 183.0 c6 o423
190 203.0 c6 o320
205 217.0 c6 o235
225 236.0 c6 o368
115 128.0 c7 o455
145 154.0 c7 o442
165 175.0 c7 o173
185 193.0 c7 o160
195 206.0 c7 o218
215 225.0 c7 o70
240 251.0 c7 o339
195 209.0 c9 o152
230 244.0 c9 o171
260 269.0 c9 o53
195 208.0 c11 o389
215 225.0 c11 o393
105 112.0 c12 o430
205 221.0 c13 o497
235 243.0 c13 o268
205 224.0 c14 o79
230 242.0 c14 o449
245 255.0 c14 o353
100 111.0 c16 o184
120 134.0 c16 o148
140 155.0 c16 o43
180 188.0 c16 o253
200 212.0 c16 o114
230 243.0 c16 o168
255 265.0 c16 o242
90 100.0 c17 o163
140 149.0 c17 o40
170 178.0 c17 o290
185 196.0 c17 o194
200 210.0 c17 o369
230 236.0 c17 o466
245 257.0 c17 o331
105 117.0 c18 o226
125 137.0 c18 o300
170 177.0 c18 o93
195 205.0 c18 o487
215 229.0 c18 o116
205 220.0 c19 o27
235 247.0 c19 o500
100 111.0 c20 o419
115 122.0 c20 o234
175 185.0 c20 o153
195 205.0 c20 o469
215 231.0 c20 o238
240 254.0 c20 o285
120 130.0 c21 o468
140 150.0 c21 o229
160 172.0 c21 o42
185 197.0 c21 o287
205 218.0 c21 o412
225 233.0 c21 o473
235 250.0 c21 o143
255 265.0 c21 o71
90 101.0 c22 o370
110 123.0 c22 o110
140 147.0 c22 o418
180 198.0 c22 o400
210 226.0 c22 o78
230 243.0 c22 o49
120 136.0 c23 o76
155 163.0 c23 o426
175 181.0 c23 o292
195 205.0 c23 o119
225 233.0 c23 o446
90 101.0 c24 o390
120 127.0 c24 o209
175 190.0 c24 o494
200 210.0 c24 o66
225 236.0 c24 o191
255 265.0 c24 o321
240 253.0 c26 o308
260 289.0 c26 o131
230 245.0 c27 o277
245 257.0 c27 o193
265 289.0 c27 o94
265 277.0 c28 o441
285 298.0 c28 o359
300 308.0 c28 o87
320 328.0 c28 o365
340 347.0 c28 o478
360 371.0 c28 o488
280 312.0 c29 o318
340 356.0 c29 o207
410 418.0 c29 o312
430 442.0 c29 o463
265 278.0 c30 o113
280 309.0 c30 o88
340 349.0 c30 o21
370 378.0 c30 o436
435 444.0 c30 o416
270 285.0 c31 o31
295 303.0 c31 o402
350 360.0 c31 o459
385 391.0 c31 o170
410 419.0 c31 o479
270 295.0 c32 o448
300 316.0 c32 o267
335 344.0 c32 o498
355 366.0 c32 o126
270 283.0 c33 o156
290 298.0 c33 o486
335 347.0 c33 o298
385 394.0 c33 o348
275 307.0 c34 o136
325 339.0 c34 o502
355 363.0 c34 o413
390 399.0 c34 o307
440 446.0 c34 o56
275 298.0 c35 o205
300 318.0 c35 o329
335 344.0 c35 o12
270 283.0 c36 o105
300 312.0 c36 o340
325 334.0 c36 o46
350 355.0 c36 o169
355 365.0 c36 o357
385 399.0 c36 o86
425 432.0 c36 o461
265 282.0 c37 o224
295 304.0 c37 o447
315 325.0 c37 o499
335 345.0 c37 o269
440 447.0 c37 o180
460 465.0 c38 o14
395 402.0 c39 o395
425 436.0 c39 o36
445 455.0 c39 o495
465 480.0 c39 o403
495 505.0 c39 o51
545 557.0 c41 o176
480 489.0 c42 o278
530 538.0 c42 o98
555 567.0 c42 o2
565 579.0 c42 o24
580 598.0 c42 o444
605 617.0 c42 o276
480 494.0 c43 o493
515 531.0 c43 o237
545 552.0 c43 o100
575 586.0 c43 o65
595 610.0 c43 o427
615 627.0 c43 o371
465 482.0 c45 o247
495 506.0 c45 o50
515 525.0 c45 o112
540 550.0 c45 o124
560 571.0 c45 o251
580 594.0 c45 o44
595 610.0 c45 o95
615 628.0 c45 o144
480 500.0 c46 o219
515 525.0 c46 o288
535 541.0 c46 o243
550 559.0 c46 o84
570 581.0 c46 o317
600 614.0 c46 o297
465 480.0 c47 o391
495 505.0 c47 o464
520 534.0 c47 o236
550 558.0 c47 o355
585 596.0 c47 o503
605 621.0 c47 o326
450 459.0 c48 o282
605 621.0 c48 o201
505 517.0 c49 o104
530 540.0 c49 o341
550 559.0 c49 o29
575 586.0 c49 o256
585 596.0 c49 o233
605 613.0 c49 o257
585 600.0 c50 o182
605 613.0 c50 o383
615 628.0 c50 o130
445 457.0 c52 o480
470 483.0 c52 o37
485 498.0 c52 o375
505 520.0 c52 o475
535 541.0 c52 o354
555 564.0 c52 o438
570 579.0 c52 o225
595 605.0 c52 o255
500 515.0 c53 o286
535 544.0 c53 o11
560 570.0 c53 o342
580 591.0 c53 o52
600 609.0 c53 o217
585 601.0 c54 o470
485 503.0 c55 o405
510 516.0 c55 o117
530 539.0 c55 o135
545 551.0 c55 o115
565 576.0 c55 o350
580 590.0 c55 o364
600 615.0 c55 o62
465 472.0 c56 o175
480 496.0 c56 o295
500 511.0 c56 o314
530 540.0 c56 o83
550 559.0 c56 o420
570 582.0 c56 o179
590 601.0 c56 o319
615 624.0 c56 o109
495 507.0 c57 o202
520 531.0 c57 o289
535 546.0 c57 o437
555 568.0 c57 o316
575 590.0 c57 o280
600 619.0 c57 o20
500 511.0 c58 o140
540 549.0 c58 o74
560 575.0 c58 o96
585 601.0 c58 o147
615 625.0 c58 o279
500 507.0 c59 o440
545 556.0 c59 o165
560 569.0 c59 o363
575 584.0 c59 o349
595 610.0 c59 o284
465 470.0 c61 o333
480 486.0 c61 o332
495 512.0 c61 o85
525 534.0 c61 o415
570 584.0 c61 o167
590 604.0 c61 o10
610 620.0 c61 o324
500 510.0 c62 o63
540 551.0 c62 o103
560 573.0 c62 o172
585 601.0 c62 o374
605 618.0 c62 o272
465 478.0 c63 o129
485 502.0 c63 o73
510 519.0 c63 o34
520 531.0 c63 o460
550 559.0 c63 o61
575 584.0 c63 o293
595 603.0 c63 o409
610 616.0 c63 o162
620 630.0 c63 o90
490 503.0 c64 o401
520 530.0 c64 o330
545 557.0 c64 o250
565 579.0 c64 o477
590 597.0 c64 o408
605 615.0 c64 o482
450 460.0 c65 o45
485 499.0 c65 o222
510 520.0 c65 o13
525 533.0 c65 o489
545 553.0 c65 o439
555 568.0 c65 o265
580 590.0 c65 o200
595 609.0 c65 o123
515 530.0 c67 o435
540 550.0 c67 o271
555 568.0 c67 o490
575 588.0 c67 o452
600 608.0 c67 o450
620 628.0 c67 o281
635 645.0 c67 o228
650 666.0 c67 o474
670 686.0 c67 o48
515 527.0 c68 o425
545 555.0 c68 o134
570 579.0 c68 o197
590 602.0 c68 o345
610 618.0 c68 o39
620 632.0 c68 o91
640 650.0 c68 o145
655 673.0 c68 o407
675 689.0 c69 o360
555 571.0 c70 o366
580 593.0 c70 o311
595 611.0 c70 o291
620 630.0 c70 o431
635 644.0 c70 o68
660 674.0 c70 o97
545 556.0 c71 o351
565 576.0 c71 o465
580 591.0 c71 o346
605 614.0 c71 o483
630 636.0 c71 o392
655 669.0 c71 o189
670 682.0 c71 o106
550 565.0 c72 o275
570 577.0 c72 o154
585 593.0 c72 o213
600 618.0 c72 o376 o241
635 644.0 c72 o305
655 669.0 c72 o315
670 684.0 c72 o230
515 524.0 c73 o335
545 556.0 c73 o198
565 579.0 c73 o47
585 601.0 c73 o328
615 628.0 c73 o457
640 656.0 c73 o249
665 679.0 c73 o327
515 531.0 c74 o384
540 548.0 c74 o458
555 564.0 c74 o411
570 579.0 c74 o64
585 599.0 c74 o252
600 617.0 c74 o505
625 635.0 c74 o30
640 651.0 c74 o337
650 665.0 c74 o101
670 685.0 c74 o127
515 531.0 c75 o344
550 557.0 c75 o60
565 579.0 c75 o424 o385
595 607.0 c75 o399
610 623.0 c75 o19
640 655.0 c75 o294
655 669.0 c75 o404
675 690.0 c75 o372
625 641.0 c76 o303
645 661.0 c76 o504
670 685.0 c76 o59
665 682.0 c77 o15
560 574.0 c78 o133
585 598.0 c78 o261
615 622.0 c78 o32
630 639.0 c78 o206
645 655.0 c78 o118
665 683.0 c78 o496
505 516.0 c81 o246
530 539.0 c81 o432
540 552.0 c81 o107
555 571.0 c81 o141
575 588.0 c81 o373
595 604.0 c81 o72
515 531.0 c82 o215
545 553.0 c82 o323
560 578.0 c82 o398
590 600.0 c82 o396
610 620.0 c82 o244
640 652.0 c82 o28
660 672.0 c82 o210
670 684.0 c82 o258
560 568.0 c83 o211
580 595.0 c83 o4
600 616.0 c83 o155
640 648.0 c83 o214
660 677.0 c83 o492
555 571.0 c84 o361
575 590.0 c84 o5
595 605.0 c84 o362
615 625.0 c84 o8
635 644.0 c84 o414
655 673.0 c84 o378
555 570.0 c85 o158
570 586.0 c85 o309
595 610.0 c85 o428
620 629.0 c85 o208
640 651.0 c85 o347
665 686.0 c85 o264
565 580.0 c87 o195
585 600.0 c87 o380
610 622.0 c87 o38
535 547.0 c88 o102
555 571.0 c89 o57
575 583.0 c89 o18
590 603.0 c89 o7
510 520.0 c90 o406
550 563.0 c90 o274
570 580.0 c90 o212
590 602.0 c90 o382
605 618.0 c90 o325
620 630.0 c90 o262
635 643.0 c90 o421
640 656.0 c90 o394
660 678.0 c90 o259
520 534.0 c91 o501
555 566.0 c91 o397
580 592.0 c91 o23
600 615.0 c91 o128
640 654.0 c91 o80
655 668.0 c91 o3
515 530.0 c92 o157
545 557.0 c92 o334
570 578.0 c92 o260
580 593.0 c92 o120
630 637.0 c92 o67
650 664.0 c92 o166
665 684.0 c92 o33
655 669.0 c93 o190
675 690.0 c93 o17
695 711.0 c93 o491
725 732.0 c93 o239
635 647.0 c94 o41
650 663.0 c94 o82
660 675.0 c94 o338
685 693.0 c94 o485
700 722.0 c94 o301
630 640.0 c95 o139
655 662.0 c95 o263
680 696.0 c95 o138
695 710.0 c95 o304
735 746.0 c95 o192
630 639.0 c96 o434
655 665.0 c96 o25
665 679.0 c96 o150
685 703.0 c96 o122
710 721.0 c96 o453
725 735.0 c96 o199
640 650.0 c97 o108
655 667.0 c97 o445
670 684.0 c97 o443
690 705.0 c97 o270
715 728.0 c97 o433
645 663.0 c98 o386
660 673.0 c98 o296
685 699.0 c98 o367
675 695.0 c99 o283
625 640.0 c100 o26
645 663.0 c100 o302
675 690.0 c100 o77
695 706.0 c100 o69
715 724.0 c100 o151
735 745.0 c100 o216
645 656.0 c101 o58
665 679.0 c101 o388
715 729.0 c101 o336
670 683.0 c102 o313
695 704.0 c102 o220
715 733.0 c102 o387
640 650.0 c103 o111
660 682.0 c103 o221
685 703.0 c103 o381
715 727.0 c103 o254
730 741.0 c103 o472
665 688.0 c104 o422
685 700.0 c104 o352
