Assignment_time Pickup_time Courier_ID Orders
25 33.0 c4 o361
75 82.0 c4 o287
85 102.0 c4 o165
105 124.0 c4 o366
75 97.0 c5 o429
105 117.0 c5 o140
130 137.0 c5 o601
165 177.0 c5 o401
230 238.0 c7 o241
255 263.0 c7 o212
280 288.0 c7 o328
175 197.0 c9 o269
205 211.0 c9 o620
245 254.0 c9 o262
225 234.0 c10 o617
245 257.0 c10 o529
290 297.0 c10 o628
245 255.0 c11 o684
265 275.0 c11 o113
290 299.0 c11 o53
245 254.0 c12 o63
275 284.0 c12 o286
285 293.0 c13 o360
210 218.0 c14 o536
245 256.0 c14 o166
280 287.0 c14 o39
230 240.0 c15 o133
255 262.0 c15 o552
285 296.0 c18 o535
230 240.0 c19 o389
270 279.0 c19 o543
295 302.0 c21 o602
330 340.0 c21 o590
355 363.0 c21 o523
375 385.0 c21 o128
405 415.0 c21 o680
265 274.0 c22 o458
285 293.0 c22 o243
330 340.0 c22 o353
350 356.0 c22 o130
375 384.0 c22 o574
240 248.0 c23 o490
270 276.0 c23 o704
305 315.0 c23 o376
325 335.0 c23 o294
350 360.0 c23 o68
405 415.0 c23 o412
245 258.0 c24 o18
280 290.0 c25 o630
310 321.0 c25 o449
340 348.0 c25 o561
400 407.0 c25 o263
420 430.0 c25 o80
295 311.0 c26 o249
325 332.0 c26 o460
345 351.0 c26 o612
470 480.0 c28 o589
310 318.0 c31 o403
340 350.0 c31 o297
385 396.0 c31 o321
425 434.0 c31 o233
440 447.0 c31 o653
315 324.0 c33 o102
335 341.0 c33 o255
425 432.0 c33 o346
450 459.0 c33 o586
465 473.0 c33 o554
410 416.0 c34 o221
430 440.0 c34 o175
450 459.0 c34 o559
300 307.0 c35 o266
315 323.0 c35 o223
330 337.0 c35 o256
345 354.0 c35 o260
370 377.0 c35 o557
400 407.0 c35 o457
425 435.0 c35 o424
440 451.0 c35 o581
425 436.0 c37 o95
365 373.0 c38 o193
445 454.0 c38 o472
470 477.0 c38 o182
295 306.0 c40 o654
315 323.0 c40 o343
335 342.0 c40 o531
360 367.0 c40 o252
385 392.0 c40 o176
415 421.0 c40 o279
