Assignment_time Pickup_time Courier_ID Orders
110 139.0 c2 o366
25 34.0 c4 o361
75 84.0 c4 o287
90 108.0 c4 o165
130 143.0 c4 o601
75 103.0 c5 o429
110 127.0 c5 o140
230 239.0 c7 o241
250 259.0 c7 o684
280 288.0 c7 o113
175 202.0 c9 o269
210 217.0 c9 o620
250 260.0 c9 o262
230 239.0 c10 o617
215 222.0 c11 o536
250 264.0 c11 o166
280 287.0 c11 o39
250 260.0 c12 o63
285 292.0 c12 o286
285 295.0 c13 o360
255 270.0 c14 o212
285 293.0 c14 o243
235 246.0 c15 o133
275 287.0 c15 o543
285 298.0 c18 o328
235 245.0 c19 o389
255 265.0 c19 o552
245 263.0 c20 o529
295 302.0 c20 o628
340 350.0 c21 o496
370 379.0 c21 o171
270 281.0 c22 o458
295 304.0 c22 o654
320 328.0 c22 o343
340 347.0 c22 o239
370 379.0 c22 o193
240 250.0 c23 o490
275 282.0 c23 o704
295 305.0 c23 o602
320 328.0 c23 o61
345 355.0 c23 o452
375 384.0 c23 o344
250 265.0 c24 o18
295 306.0 c24 o53
355 361.0 c24 o501
375 388.0 c24 o414
390 403.0 c24 o321
280 292.0 c25 o630
315 322.0 c25 o376
330 340.0 c25 o256
345 355.0 c25 o652
370 379.0 c25 o161
400 409.0 c25 o457
430 441.0 c25 o424
310 320.0 c31 o403
325 335.0 c31 o81
355 368.0 c31 o68
390 399.0 c31 o214
415 425.0 c31 o290
440 450.0 c31 o110
470 477.0 c31 o288
440 454.0 c34 o615
295 308.0 c35 o535
325 334.0 c35 o294
350 361.0 c35 o260
375 383.0 c35 o557
395 408.0 c35 o135
425 433.0 c35 o415
445 455.0 c35 o581
450 457.0 c36 o607
320 330.0 c37 o594
340 350.0 c37 o561
375 383.0 c37 o311
400 408.0 c37 o263
425 436.0 c37 o80
335 344.0 c38 o590
360 367.0 c38 o523
380 390.0 c38 o128
400 408.0 c38 o381
440 447.0 c38 o563
335 345.0 c39 o609
370 377.0 c39 o676
385 392.0 c39 o386
400 410.0 c39 o605
415 426.0 c39 o680
445 454.0 c39 o659
305 312.0 c40 o308
315 326.0 c40 o223
340 348.0 c40 o297
360 369.0 c40 o524
380 387.0 c40 o574
435 445.0 c40 o346
470 480.0 c40 o431
435 446.0 c41 o621
470 477.0 c41 o15
345 356.0 c42 o570
400 414.0 c42 o93
295 306.0 c43 o249
320 328.0 c43 o662
340 350.0 c43 o479
365 375.0 c43 o413
410 423.0 c43 o412
450 461.0 c43 o33
470 479.0 c43 o182
330 342.0 c44 o90
425 437.0 c44 o696
445 452.0 c44 o472
465 473.0 c44 o513
445 458.0 c45 o291
345 357.0 c46 o309
375 382.0 c46 o254
405 413.0 c46 o398
420 428.0 c46 o153
435 443.0 c46 o304
415 431.0 c47 o647
445 453.0 c47 o34
300 310.0 c48 o283
335 342.0 c48 o148
355 367.0 c48 o433
390 399.0 c48 o289
410 424.0 c48 o326
440 451.0 c48 o503
450 460.0 c49 o591
320 327.0 c51 o102
340 347.0 c51 o255
355 363.0 c51 o130
380 388.0 c51 o315
415 422.0 c51 o279
435 448.0 c51 o242
450 461.0 c51 o234
440 453.0 c52 o175
465 475.0 c52 o210
410 418.0 c54 o221
425 437.0 c54 o521
450 459.0 c54 o586
470 478.0 c54 o554
345 355.0 c57 o393
370 377.0 c57 o325
390 396.0 c57 o176
410 423.0 c57 o367
425 437.0 c57 o233
445 452.0 c57 o653
310 321.0 c58 o449
335 347.0 c58 o456
355 366.0 c58 o192
380 389.0 c58 o532
405 416.0 c58 o109
430 440.0 c58 o73
455 468.0 c58 o559
455 471.0 c59 o227
350 360.0 c60 o237
305 314.0 c61 o266
325 335.0 c61 o460
345 352.0 c61 o612
430 436.0 c61 o76
445 452.0 c61 o507
460 469.0 c61 o160
315 327.0 c62 o183
340 350.0 c62 o531
365 375.0 c62 o252
390 400.0 c62 o539
415 425.0 c62 o461
445 452.0 c62 o105
455 465.0 c62 o348
415 427.0 c63 o370
450 459.0 c63 o26
415 427.0 c65 o347
445 451.0 c65 o504
335 345.0 c66 o353
350 360.0 c66 o435
370 377.0 c66 o478
430 443.0 c67 o95
420 427.0 c68 o205
435 449.0 c68 o365
455 467.0 c68 o220
520 530.0 c71 o282
550 556.0 c71 o231
565 574.0 c71 o235
610 619.0 c71 o522
640 649.0 c71 o264
495 509.0 c72 o649
520 530.0 c72 o708
545 555.0 c72 o625
565 576.0 c72 o422
490 500.0 c73 o611
530 541.0 c73 o108
590 603.0 c73 o466
505 515.0 c74 o238
510 522.0 c75 o334
555 562.0 c75 o544
580 588.0 c75 o677
600 612.0 c75 o667
650 660.0 c75 o519
500 514.0 c77 o439
530 538.0 c77 o506
545 556.0 c77 o408
585 597.0 c77 o364
475 491.0 c78 o421
500 507.0 c78 o629
525 534.0 c78 o132
560 569.0 c78 o164
580 590.0 c78 o681
615 625.0 c78 o4
650 660.0 c78 o657
575 587.0 c80 o152
640 649.0 c80 o218
475 494.0 c81 o589
505 521.0 c81 o351
540 550.0 c81 o426
590 601.0 c81 o516
615 628.0 c81 o247
645 653.0 c81 o305
620 632.0 c82 o700
645 654.0 c82 o35
490 502.0 c83 o83
515 523.0 c83 o577
530 540.0 c83 o127
580 593.0 c83 o20
615 624.0 c83 o10
630 639.0 c83 o323
480 492.0 c85 o272
505 514.0 c85 o465
545 553.0 c85 o194
570 581.0 c85 o91
590 603.0 c85 o481
610 623.0 c85 o400
630 641.0 c85 o682
650 658.0 c85 o420
500 512.0 c86 o396
530 539.0 c86 o181
555 563.0 c86 o692
575 585.0 c86 o163
600 609.0 c86 o695
525 540.0 c87 o463
550 561.0 c87 o467
585 593.0 c87 o567
600 611.0 c87 o683
640 652.0 c87 o486
485 494.0 c90 o189
505 515.0 c90 o285
555 565.0 c90 o284
580 588.0 c90 o678
605 615.0 c90 o394
625 635.0 c90 o434
475 487.0 c91 o3
495 504.0 c91 o87
525 535.0 c91 o99
545 553.0 c91 o119
560 573.0 c91 o359
600 610.0 c91 o553
630 636.0 c91 o583
485 498.0 c93 o494
525 537.0 c93 o298
550 558.0 c93 o43
570 581.0 c93 o440
610 618.0 c93 o145
630 640.0 c93 o585
490 504.0 c94 o278
515 524.0 c94 o371
555 570.0 c94 o121
590 597.0 c94 o213
610 617.0 c94 o487
630 641.0 c94 o310
650 659.0 c94 o502
530 546.0 c95 o228
585 595.0 c95 o641
645 655.0 c95 o675
560 575.0 c96 o635
610 624.0 c96 o136
645 655.0 c96 o6
535 546.0 c97 o144
555 564.0 c97 o354
570 579.0 c97 o468
590 598.0 c97 o31
655 668.0 c98 o276
675 684.0 c98 o251
690 701.0 c98 o142
710 720.0 c98 o626
730 737.0 c98 o301
755 763.0 c98 o564
775 783.0 c98 o679
795 805.0 c98 o336
670 682.0 c99 o314
685 696.0 c99 o42
705 714.0 c99 o281
725 734.0 c99 o25
