Assignment_time Pickup_time Courier_ID Orders
105 134.0 c2 o366
25 34.0 c4 o361
75 82.0 c4 o287
85 106.0 c4 o165
130 143.0 c4 o601
75 103.0 c5 o429
165 178.0 c5 o401
105 134.0 c6 o140
230 239.0 c7 o241
255 264.0 c7 o212
280 290.0 c7 o328
175 202.0 c9 o269
205 215.0 c9 o620
245 254.0 c9 o262
285 296.0 c9 o243
225 234.0 c10 o617
245 262.0 c10 o529
290 299.0 c10 o53
210 218.0 c11 o536
245 259.0 c11 o684
265 275.0 c11 o113
290 299.0 c11 o628
245 255.0 c12 o63
275 284.0 c12 o286
245 259.0 c14 o166
280 287.0 c14 o39
230 241.0 c15 o133
255 262.0 c15 o552
285 298.0 c18 o535
230 240.0 c19 o389
270 281.0 c19 o543
295 303.0 c21 o602
315 324.0 c21 o61
340 353.0 c21 o297
370 377.0 c21 o254
265 276.0 c22 o458
295 308.0 c22 o249
320 329.0 c22 o662
340 348.0 c22 o652
365 373.0 c22 o413
405 418.0 c22 o326
240 250.0 c23 o490
270 276.0 c23 o704
285 294.0 c23 o360
310 322.0 c23 o449
340 348.0 c23 o561
400 408.0 c23 o263
245 260.0 c24 o18
280 292.0 c25 o630
305 315.0 c25 o376
325 333.0 c25 o460
345 351.0 c25 o612
365 373.0 c25 o193
415 423.0 c25 o279
430 444.0 c25 o365
310 320.0 c31 o403
335 345.0 c31 o393
360 369.0 c31 o325
385 391.0 c31 o176
405 418.0 c31 o367
425 433.0 c31 o415
440 454.0 c31 o581
460 470.0 c33 o15
410 416.0 c34 o221
430 442.0 c34 o175
450 463.0 c34 o26
300 308.0 c35 o266
315 325.0 c35 o223
330 341.0 c35 o256
350 360.0 c35 o68
405 416.0 c35 o680
435 443.0 c35 o621
465 473.0 c35 o554
320 330.0 c37 o594
340 350.0 c37 o479
365 374.0 c37 o311
390 398.0 c37 o289
410 420.0 c37 o370
430 444.0 c37 o242
450 459.0 c37 o227
330 340.0 c38 o353
350 357.0 c38 o435
365 372.0 c38 o676
380 387.0 c38 o386
400 408.0 c38 o109
420 426.0 c38 o153
440 447.0 c38 o110
460 472.0 c38 o210
425 439.0 c39 o233
445 454.0 c39 o234
295 306.0 c40 o654
315 326.0 c40 o343
335 344.0 c40 o531
360 367.0 c40 o252
375 384.0 c40 o532
400 410.0 c40 o457
425 436.0 c40 o424
440 454.0 c40 o503
340 351.0 c41 o570
385 399.0 c41 o321
420 430.0 c41 o80
335 346.0 c42 o496
365 373.0 c42 o171
415 422.0 c42 o290
450 461.0 c42 o586
295 308.0 c43 o283
330 339.0 c43 o148
345 358.0 c43 o260
370 378.0 c43 o557
390 403.0 c43 o135
420 429.0 c43 o696
440 446.0 c43 o653
330 342.0 c44 o90
445 455.0 c44 o33
470 480.0 c44 o421
440 453.0 c45 o291
470 480.0 c46 o589
345 357.0 c47 o309
380 390.0 c47 o539
425 431.0 c47 o76
435 444.0 c47 o563
470 478.0 c47 o431
335 345.0 c48 o456
385 394.0 c48 o214
415 423.0 c48 o461
440 449.0 c48 o504
350 357.0 c49 o501
375 388.0 c49 o414
400 407.0 c49 o93
315 324.0 c51 o102
335 342.0 c51 o255
355 363.0 c51 o523
405 419.0 c51 o412
465 475.0 c51 o288
435 449.0 c52 o615
350 363.0 c54 o192
375 384.0 c54 o574
425 433.0 c54 o346
455 466.0 c54 o160
320 331.0 c57 o81
345 356.0 c57 o452
370 379.0 c57 o344
410 424.0 c57 o647
440 447.0 c57 o34
305 315.0 c58 o308
325 334.0 c58 o294
350 360.0 c58 o433
370 378.0 c58 o161
395 405.0 c58 o605
415 425.0 c58 o521
445 452.0 c58 o472
460 471.0 c58 o513
345 355.0 c60 o237
440 450.0 c60 o607
310 319.0 c61 o183
330 340.0 c61 o590
350 358.0 c61 o130
375 385.0 c61 o128
395 403.0 c61 o381
440 452.0 c61 o659
330 340.0 c62 o609
360 368.0 c62 o524
375 382.0 c62 o315
400 410.0 c62 o398
415 423.0 c62 o205
430 437.0 c62 o304
450 463.0 c62 o559
445 458.0 c64 o591
415 427.0 c65 o347
435 446.0 c65 o105
445 459.0 c65 o348
330 340.0 c66 o239
360 370.0 c66 o478
435 445.0 c66 o507
425 438.0 c67 o95
425 439.0 c68 o73
450 465.0 c68 o220
500 512.0 c69 o285
525 533.0 c69 o181
550 559.0 c69 o231
565 577.0 c69 o422
600 608.0 c69 o553
640 650.0 c69 o305
520 530.0 c71 o282
550 556.0 c71 o43
