Assignment_time Pickup_time Courier_ID Orders
45 91.0 c1 o1073
95 111.0 c1 o1554
125 147.0 c1 o668
150 163.0 c1 o261
160 174.0 c1 o358
175 191.0 c1 o463
200 206.0 c1 o1402
215 223.0 c1 o1657
105 128.0 c2 o859
140 177.0 c2 o611
185 206.0 c2 o823
220 227.0 c2 o373
20 33.0 c3 o1466
40 57.0 c3 o1243
75 87.0 c3 o978
85 106.0 c3 o1616
105 121.0 c3 o873
125 150.0 c3 o523
160 176.0 c3 o1039
15 24.0 c4 o546
25 49.0 c4 o1582
55 72.0 c4 o1165
80 88.0 c4 o440
95 106.0 c4 o1474
115 131.0 c4 o811
140 153.0 c4 o1111
10 29.0 c5 o353
30 52.0 c5 o138
80 91.0 c5 o1635
100 130.0 c5 o393
135 150.0 c5 o1659
110 145.0 c6 o1665
145 191.0 c6 o173
195 210.0 c6 o427
25 47.0 c7 o1186
50 68.0 c7 o842
75 83.0 c7 o337
90 104.0 c7 o937
115 133.0 c7 o1088
135 155.0 c7 o226
165 178.0 c7 o135
40 74.0 c8 o1419
75 88.0 c8 o935
90 103.0 c8 o1565
105 126.0 c8 o899
130 144.0 c8 o155
150 164.0 c8 o484
165 190.0 c8 o414
210 219.0 c8 o922
45 82.0 c9 o837
85 98.0 c9 o586
100 120.0 c9 o1277
120 136.0 c9 o1078
140 158.0 c9 o128
160 177.0 c9 o905
185 196.0 c9 o410
200 214.0 c9 o1586
225 231.0 c9 o635
30 60.0 c10 o519
85 100.0 c10 o377
100 114.0 c10 o1660
120 136.0 c10 o570
135 151.0 c10 o835 o689
115 158.0 c11 o801
165 183.0 c11 o1480
185 205.0 c11 o629
215 233.0 c11 o1031
25 39.0 c12 o139
40 55.0 c12 o721
75 86.0 c12 o1293
100 123.0 c12 o854
130 145.0 c12 o958
145 162.0 c12 o662
105 118.0 c13 o328
120 141.0 c13 o773
100 116.0 c14 o601
125 157.0 c14 o1617 o938
160 175.0 c14 o1279
180 198.0 c14 o582
200 211.0 c14 o676
220 232.0 c14 o468
70 78.0 c15 o761
85 108.0 c15 o14
110 121.0 c15 o1362
120 133.0 c15 o667 o536
160 173.0 c15 o1202
180 191.0 c15 o1192
200 209.0 c15 o17
80 89.0 c16 o1413
90 116.0 c16 o81
115 129.0 c16 o1619
140 158.0 c16 o644
165 187.0 c16 o924
205 216.0 c16 o1612
230 238.0 c16 o1562
115 145.0 c17 o1048
150 169.0 c17 o769
180 190.0 c17 o1663
205 214.0 c17 o653
230 237.0 c17 o80
70 80.0 c18 o559
85 107.0 c18 o976
105 120.0 c18 o1191
120 146.0 c18 o1656
155 172.0 c18 o400
185 196.0 c18 o1546
210 219.0 c18 o1207
230 239.0 c18 o1348
60 68.0 c19 o1229
95 109.0 c19 o1292
110 129.0 c19 o436
135 148.0 c19 o1182
155 178.0 c19 o49
185 197.0 c19 o332
215 221.0 c19 o1668
70 79.0 c20 o647
80 92.0 c20 o993
90 103.0 c20 o1375
105 120.0 c20 o904
125 139.0 c20 o597
140 154.0 c20 o387
155 169.0 c20 o391
170 188.0 c20 o828
185 208.0 c20 o1213
230 238.0 c20 o1071
100 117.0 c21 o515
120 137.0 c21 o341
155 170.0 c21 o1246
170 180.0 c21 o1252
180 192.0 c21 o307
200 212.0 c21 o166
75 88.0 c22 o1388
90 106.0 c22 o1552
110 133.0 c22 o1501
140 153.0 c22 o1132
160 172.0 c22 o51
180 195.0 c22 o1633
205 211.0 c22 o1438
225 234.0 c22 o1217
70 82.0 c23 o901
80 97.0 c23 o962
100 110.0 c23 o767
115 136.0 c23 o555
140 157.0 c23 o415
160 187.0 c23 o1276
200 210.0 c23 o1058
65 75.0 c24 o866
80 98.0 c24 o940
105 125.0 c24 o973
130 145.0 c24 o850
155 172.0 c24 o640
175 190.0 c24 o1142
215 231.0 c24 o1099
105 117.0 c25 o886
125 148.0 c25 o361
155 176.0 c25 o908
180 193.0 c25 o424
205 212.0 c25 o1614
80 88.0 c26 o895
100 113.0 c26 o1319
115 144.0 c26 o975
145 166.0 c26 o395
165 184.0 c26 o242
200 207.0 c26 o413
220 228.0 c26 o179
65 72.0 c27 o843
80 90.0 c27 o568
95 112.0 c27 o1153
125 146.0 c27 o1415
155 174.0 c27 o1115
175 188.0 c27 o1618
200 209.0 c27 o1237
220 230.0 c27 o302
85 97.0 c28 o930
110 130.0 c28 o674
145 171.0 c28 o1411
175 187.0 c28 o793
215 221.0 c28 o826
65 72.0 c29 o588
90 103.0 c29 o498
105 118.0 c29 o903
125 146.0 c29 o789
150 169.0 c29 o1189
175 192.0 c29 o591
230 239.0 c29 o692
60 69.0 c30 o275
70 79.0 c30 o1290
95 106.0 c30 o488
110 122.0 c30 o832
130 144.0 c30 o1306
145 170.0 c30 o782
185 200.0 c30 o340
205 214.0 c30 o1170
230 240.0 c30 o844
60 69.0 c31 o364
80 98.0 c31 o970
105 127.0 c31 o1369
135 150.0 c31 o512
155 173.0 c31 o725 o140
185 202.0 c31 o311
200 212.0 c31 o1033
215 227.0 c31 o229
80 92.0 c32 o185
90 107.0 c32 o476
110 122.0 c32 o146
125 137.0 c32 o283
135 148.0 c32 o1066
145 158.0 c32 o6
165 181.0 c32 o1654
185 200.0 c32 o894
230 238.0 c32 o982
100 120.0 c33 o464
120 135.0 c33 o988
145 167.0 c33 o730
185 200.0 c33 o161
215 227.0 c33 o1317
80 91.0 c34 o728
95 113.0 c34 o1095
115 131.0 c34 o557
130 145.0 c34 o593
160 177.0 c34 o1575
185 199.0 c34 o18
210 219.0 c34 o752
100 110.0 c35 o189
115 129.0 c35 o872
130 151.0 c35 o1569 o1137
